"sample_id","station","latitude","longitude","year","month","day","Acartia","Acartia longiremis","Aetideidae","Amphipoda","Ascidiacea","Bivalvia","Bryozoa","Calanus finmarchicus","Calanus glacialis","Calanus hyperboreus","Calocalanus pavo","Centropages","Centropages hamatus","Centropages typicus","Chaetognatha","Cirripedia","Cladocera","Clausocalanus","Cnidaria","Ctenophora","Decapoda","Echinodermata","Euchaeta","Euphausiacea","Foraminifera","Gastropoda","Ichthyoplankton","Isopoda","Larvacea","Mecynocera clausi","Metridia","Metridia longa","Metridia lucens","Microcalanus","Microsetella","Mysidacea","Nannocalanus minor","Oithona","Oithona atlantica","Oithona similis","Oncaea","Ostracoda","Paracalanus","Paraeuchaeta norvegica","Pleuromamma","Pleuromamma borealis","Pleuromamma robusta","Polychaeta","Pseudocalanus","Scolecithricella minor","Spinocalanus","Temora","Thaliacea","Triconia borealis","Triconia conifera"
"2003067158_2003067102030001","HL2",44.27,-63.31,2003,10,31,0,0,0,6.79084206441599,0,0,0,19617.9881860906,1006.05067620978,1911.49628479857,905.445608588798,0,0,61570.3013840383,36.2178243435519,0,0,905.445608588798,0,2.263614021472,0,0,0,20.372526193248,0,905.445608588798,0,0,0,0,0,2716.3368257664,13581.684128832,10865.3473030656,0,0,0,0,905.445608588798,158452.98150304,0,0,61570.3013840383,0,0,0,0,2.263614021472,5432.67365153279,0,0,905.445608588798,126.762385202432,0,0
"2003072081_2003072102001001","HL2",44.26,-63.31,2003,11,12,0,0,0,0,0,2716.34394787556,2716.34394787556,17979.6099407001,0,1940.24567705397,0,0,0,60665.0148358875,162.980636872534,0,1810.89596525037,7243.5838610015,0,9.05447982625187,0,0,0,905.447982625187,0,6338.13587837631,0,0,50705.0870270105,0,0,8149.03184362669,19919.8556177541,15392.6157046282,0,0,905.447982625187,0,905.447982625187,194671.316264415,0,0,80584.8704536417,0,0,0,0,1813.15958520694,18108.9596525037,0,0,905.447982625187,905.447982625187,0,1810.89596525037
"2003078088_2003078102017001","HL2",44.27,-63.32,2003,12,22,0,0,0,0,0,0,0,17837.2713680886,0,1358.16787066665,0,0,0,905.445247111099,228.624924895552,0,0,0,0,0,0,0,0,11.3180655888887,0,905.445247111099,0,0,1810.8904942222,0,0,6338.11672977769,7243.56197688879,0,0,0,0,0,0,154831.137255998,0,0,4527.22623555549,0,0,0,0,0,59759.3863093325,0,0,18108.904942222,0,0,905.445247111099
"2004666001_2004666102001001","HL2",44.27,-63.32,2004,1,13,0,0,0,0,0,1741.25211262854,0,6530.54398576474,88.2505944022262,485.378269212244,0,0,0,0,1741.25211262854,0,0,0,0,0,0,0,0,0,0,0,0,0,6965.00845051416,0,0,0,1741.25211262854,13930.0169010283,0,0,0,0,0,301236.615484737,0,0,0,0,0,0,0,0,95768.8661945697,0,0,5223.75633788562,0,0,0
"2004666002_2004666102002001","HL2",44.26,-63.31,2004,2,10,0,0,0,0,0,0,0,7114.27486553812,215.584086834488,560.51862576967,0,0,0,0,905.453164704851,0,0,0,0,0,0,0,0,0,0,0,0,0,9959.98481175337,0,0,2716.35949411455,2716.35949411455,2716.35949411455,0,0,0,0,2716.35949411455,143967.053188071,0,0,0,0,0,0,0,905.453164704851,69719.8936822736,0,0,8149.07848234366,0,0,0
"2004666003_2004666102003001","HL2",44.26,-63.31,2004,3,19,0,0,0,0,0,0,0,4230.63719472148,0,0,0,0,0,0,0,1191.3731438201,0,0,0,0,0,0,0,0,0,0,0,0,7148.23886292061,0,0,0,0,2382.7462876402,0,0,0,0,5956.8657191005,115563.19495055,0,0,0,0,0,0,0,0,28592.9554516824,0,0,8339.61200674071,0,0,0
"2004005001_2004005102001001","HL2",44.26,-63.31,2004,4,6,0,0,0,0,0,0,0,19617.9881860906,2414.52162290346,3772.69003578666,0,3621.78243435519,905.445608588798,0,0,2716.33682576639,0,0,0,0,0,0,0,2716.33682576639,0,4527.22804294399,0,0,39839.6067779071,0,0,905.445608588798,905.445608588798,11770.7929116544,0,0,0,0,905.445608588798,126762.385202432,0,0,0,0,0,0,0,1810.8912171776,25352.4770404864,0,0,5432.67365153279,0,0,0
"2004009004_2004009102001001","HL2",44.26,-63.32,2004,4,18,0,0,0,0,0,0,0,68511.9915734889,1207.2597634095,6639.92869875223,0,0,0,0,0,0,0,0,0,0,0,0,0,31342.3207808235,0,8706.2002168954,0,0,59202.1614748887,0,0,0,1741.24004337908,12188.6803036536,1741.24004337908,0,0,0,3482.48008675816,78355.8019520586,0,0,0,0,0,0,0,1741.24004337908,40048.5209977189,0,0,5223.72013013724,0,0,0
"2004009077_2004009102016001","HL2",44.26,-63.31,2004,4,25,0,0,0,0,0,0,0,39164.4972872298,3233.76583105567,20121.2096154575,0,1741.25852441459,0,0,0,27860.1363906335,0,0,0,0,0,0,0,38307.687537121,0,5223.77557324377,0,0,62685.3068789253,0,0,0,0,1741.25852441459,0,0,0,0,5223.77557324377,142783.199001996,0,0,0,0,0,0,0,5223.77557324377,73132.8580254128,0,0,1741.25852441459,0,0,3482.51704882918
"2004009244_2004009102062001","HL2",44.26,-63.3,2004,5,8,0,0,0,0,0,0,0,36648.8309022942,5030.23169247176,20120.926769887,0,1741.23404739407,0,0,2.26360426161229,6964.93618957627,0,0,0,2.26360426161229,0,1741.23404739407,0,36565.9149952754,0,3482.46809478814,0,0,81838.0002275212,0,0,1741.23404739407,6964.93618957627,5223.70214218221,0,0,0,0,0,74873.064037945,0,0,0,0,0,0,0,13929.8723791525,33083.4469004873,0,0,3482.46809478814,0,0,0
"2004016004_2004016102002001","HL2",44.26,-63.31,2004,5,16,0,0,0,4.52727216347794,0,1810.90886539117,0,27163.6329808676,1629.81797885206,21730.9063846941,0,5432.72659617352,0,0,22.6363608173897,2716.36329808676,0,0,6.79090824521691,0,0,0,0,11773.1712611244,0,2716.36329808676,391.609042140842,0,19014.5430866073,0,0,2716.36329808676,6338.18102886911,5432.72659617352,0,0,0,0,0,57949.0836925176,0,0,0,0,0,0,0,905.454432695587,135818.164904338,0,0,10865.453192347,0,0,0
"2004019999_2004019102001001","HL2",44.26,-63.31,2004,6,10,0,0,0,2.26360897325819,0,1810.88717860655,0,37008.2101977133,718.606023256569,25510.5138256082,0,4527.21794651638,0,0,919.025243142826,2716.33076790983,0,0,0,0,905.443589303277,905.443589303277,0,0,0,905.443589303277,0,0,905.443589303277,0,0,2716.33076790983,20825.2025539754,1810.88717860655,905.443589303277,0,0,0,0,77868.1486800818,0,0,0,0,0,0,0,4527.21794651638,53421.1717688933,0,0,18108.8717860655,0,0,0
"2004529000_2004529102000001","HL2",44.26,-63.32,2004,7,5,0,0,0,0,0,8149.05988710157,0,14404.9038408361,82.3137362333491,2798.66703193387,0,12676.3153799358,2716.35329570052,0,0,905.451098566841,11770.8642813689,0,0,0,0,0,0,907.714726313258,0,905.451098566841,0,0,1810.90219713368,0,0,0,36218.0439426736,9959.96208423525,905.451098566841,0,0,0,4527.2554928342,195577.437290438,0,0,0,0,0,0,0,0,187428.377403336,0,0,17203.57087277,0,0,905.451098566841
"2004530000_2004530102000001","HL2",44.27,-63.32,2004,7,18,0,0,0,0,0,1810.89365715633,0,35010.6107050224,0,3169.06390002358,0,0,5432.68097146899,0,1048.05470407923,0,9054.46828578166,0,3621.78731431266,2.26361707144541,905.446828578166,0,0,0,0,905.446828578166,0,0,0,0,0,1810.89365715633,9959.91511435982,7243.57462862532,0,0,0,0,5432.68097146899,116802.640886583,1810.89365715633,0,0,0,0,0,0,0,131289.790143834,0,0,84206.5550577694,0,0,2716.3404857345
"2004530117_2004530102117001","HL2",44.27,-63.32,2004,7,30,0,0,0,1810.88717860655,0,452.721794651638,0,44547.8245937212,181.088717860655,3259.5969214918,0,2263.60897325819,0,0,6.79082691977458,0,2263.60897325819,0,0,0,0,0,0,0,0,454.985403624897,2.26360897325819,0,0,0,0,3621.77435721311,10412.6012769877,4074.49615186475,0,0,0,0,5432.66153581966,28068.7512684016,0,0,2263.60897325819,0,0,0,0,0,14487.0974288524,0,0,2716.33076790983,0,0,452.721794651638
"2004666005_2004666102005001","HL2",44.26,-63.31,2004,8,18,0,0,0,0,0,452.720852322458,0,23179.3076389098,181.088340928983,1539.25089789636,0,0,0,3169.04596625721,36.2176681857966,0,0,0,452.720852322458,13.5816255696737,0,0,0,4527.20852322458,0,2.26360426161229,0,0,0,0,0,905.441704644916,4979.92937554704,905.441704644916,0,0,0,905.441704644916,7243.53363715933,59759.1525065644,0,0,13128.9047173513,0,0,0,0,0,15845.229831286,0,0,905.441704644916,0,0,0
"2004666006_2004666102006001","HL2",44.26,-63.31,2004,9,15,452.720852322458,0,0,2.26360426161229,0,452.720852322458,452.720852322458,10789.8469803519,75.4534753870763,1131.80213080614,0,0,0,16297.9506836085,113.180213080614,0,0,452.720852322458,0,4.52720852322458,0,0,0,5885.37108019195,0,452.720852322458,0,0,1358.16255696737,0,0,1358.16255696737,2716.32511393475,2263.60426161229,0,0,0,0,0,33501.3430718619,0,0,38481.2724474089,0,0,0,0,0,6790.81278483687,0,0,905.441704644916,0,0,452.720852322458
"2004055003_2004055102001001","HL2",44.26,-63.3,2004,10,19,452.726199068303,0,0,0,0,0,452.726199068303,4774.20355381119,164.62770875211,123.470781564083,0,0,0,17203.5955645955,31.6908339347812,0,0,0,2.26363099534151,4.52726199068303,0,0,0,6.79089298602454,0,0,0,0,0,0,0,1358.17859720491,1358.17859720491,2716.35719440982,0,0,0,0,3169.08339347812,69719.8346565186,0,0,18561.7741618004,0,0,0,0,0,1810.90479627321,0,0,0,0,0,452.726199068303
"2004055125_2004055102028001","HL2",44.26,-63.31,2004,10,29,0,0,0,43.0088264990392,0,0,905.448978927141,7902.10017972777,0,781.978663618894,0,0,0,14487.1836628342,0,0,0,0,2.26362244731785,0,0,0,0,0,0,905.448978927141,0,0,452.72448946357,0,0,2263.62244731785,452.72448946357,6790.86734195355,0,0,0,0,1810.89795785428,71530.4693352441,0,0,23994.3979415692,0,0,0,0,0,3169.07142624499,0,0,0,0,0,0
"2004666007_2004666102007001","HL2",44.26,-63.31,2004,11,23,0,0,0,0,0,6790.81278483687,3169.04596625721,12042.3746717774,0,271.632511393475,0,0,0,2263.60426161229,488.938520508255,0,0,0,452.720852322458,0,0,452.720852322458,0,0,0,905.441704644916,0,0,7243.53363715933,0,0,2263.60426161229,905.441704644916,2716.32511393475,0,0,0,0,4074.48767090212,117254.700751517,0,0,905.441704644916,0,0,0,0,452.720852322458,11770.7421603839,0,0,16750.6715359309,0,0,0
"2004666008_2004666102008001","HL2",44.26,-63.31,2004,12,16,0,0,0,2.263614021472,0,0,905.445608588798,4774.1677543773,0,370.409567149963,0,0,0,0,27.1633682576639,0,0,0,452.722804294399,0,0,0,0,0,0,0,0,0,7243.56486871039,0,0,905.445608588798,452.722804294399,452.722804294399,0,0,0,0,0,105937.136204889,0,0,0,0,0,0,0,0,4979.95084723839,0,0,1810.8912171776,0,0,452.722804294399
"2005545000_2005545102000001","HL2",44.26,-63.32,2005,2,19,0,0,0,0,0,0,0,8752.64088302505,150.907601431466,301.815202862933,0,452.722804294399,0,0,11.31807010736,0,0,2263.614021472,0,0,0,0,0,0,0,0,0,0,0,0,0,2263.614021472,3169.05963006079,2263.614021472,0,0,0,2716.3368257664,452.722804294399,83753.7187944638,0,0,0,0,0,0,0,0,13128.9613245376,0,0,905.445608588798,0,0,0
"2005545105_2005545102105001","HL2",44.27,-63.32,2005,3,4,0,0,0,0,0,0,0,24956.7403441183,254.660615756309,1655.29400241601,0,8149.1397042019,0,0,50.9321231512619,0,0,0,0,0,0,0,0,5.09321231512619,0,0,0,0,0,0,0,6111.85477815143,10186.4246302524,4074.56985210095,0,0,0,0,2037.28492605047,321891.018315975,0,0,0,0,0,0,0,0,20372.8492605048,0,0,2037.28492605047,0,0,0
"2005546046_2005546102046001","HL2",44.27,-63.31,2005,3,16,0,0,0,0,0,0,0,6690.22207651865,1257.560540699,150.907264883879,0,10447.4260304224,0,0,24.8996987058401,0,0,0,0,0,0,0,0,1741.23767173707,0,3482.47534347414,0,0,8706.18835868535,0,0,0,12188.6637021595,8706.18835868535,0,0,0,12188.6637021595,3482.47534347414,217654.708967134,0,0,0,0,0,0,0,1741.23767173707,13929.9013738966,0,0,0,0,0,0
"2005004007_2005004102002001","HL2",44.26,-63.31,2005,4,1,0,0,0,0,0,0,0,61187.3379777044,13186.9262882984,16879.2656490219,0,11198.7435556011,0,0,21.8375499334221,5599.37177780054,0,0,7.2791833111407,0,0,0,0,61607.6479224282,0,0,11198.7435556011,0,291167.332445628,0,0,5599.37177780054,11198.7435556011,5599.37177780054,0,0,0,0,0,363959.165557035,0,0,0,0,0,0,0,22397.4871112022,67192.4613336065,0,0,5599.37177780054,0,0,0
"2005004111_2005004102111001","HL2",44.26,-63.31,2005,4,10,0,0,0,0,0,0,0,25654.334515605,9054.47100550765,26257.9659159722,0,13929.9553930887,0,0,13.5817065082615,1741.24442413609,0,0,2.26361775137691,0,0,1741.24442413609,0,15671.1998172248,0,3482.48884827217,3482.48884827217,0,125369.598537798,0,0,0,3482.48884827217,5223.73327240826,0,0,0,3482.48884827217,0,87062.2212068044,0,0,0,0,0,0,0,6967.24131429573,19153.688665497,0,0,3482.48884827217,0,0,0
"2005666001_2005666102001001","HL2",44.26,-63.31,2005,4,27,0,0,0,5223.70214218221,0,33083.4469004873,0,76057.1031901729,7243.53363715933,57948.2690972746,0,0,15671.1064265466,0,61.1173150635318,22636.0426161229,0,1741.23404739407,15.845229831286,0,0,1741.23404739407,0,20894.8085687288,0,1741.23404739407,4.52720852322458,0,12188.6383317585,0,0,3482.46809478814,0,0,0,1741.23404739407,0,6964.93618957627,0,156711.064265466,0,0,0,0,0,0,0,1743.49765165568,100991.574748856,0,0,29600.9788056992,0,0,0
"2005666002_2005666102002001","HL2",44.27,-63.31,2005,5,31,0,0,0,0,0,20895.0730316504,0,57949.0025411105,2263.63291176213,2716.35949411455,0,5223.7682579126,0,0,1741.25608597087,0,0,1741.25608597087,0,0,0,3482.51217194174,0,0,0,3482.51217194174,0,0,90545.3164704851,0,0,1741.25608597087,6965.02434388347,8706.28042985434,0,1741.25608597087,0,81839.0360406308,10447.5365158252,210691.986402475,0,0,0,0,0,0,0,1741.25608597087,172384.352511116,0,0,57461.4508370386,0,0,0
"2005016178_2005016102178001","HL2",44.26,-63.31,2005,6,6,0,0,0,0,0,6338.17645820173,0,19240.892819541,565.90861233944,2037.27100442198,0,3621.81511897241,0,0,0,0,905.453779743104,0,4527.26889871552,0,0,9959.99157717414,0,907.717414192461,0,4527.26889871552,0,0,36218.1511897242,0,0,4527.26889871552,8149.08401768793,3621.81511897241,0,0,0,29879.9747315224,0,93261.7393135397,0,0,0,0,0,0,0,3621.81511897241,56138.1343440724,0,0,10865.4453569172,0,0,905.453779743104
"2005021097_2005021102003001","HL2",44.26,-63.31,2005,6,17,0,0,0,0,0,1741.2364361639,0,13254.5830615974,172.137442358408,516.412327075224,0,10447.4186169834,0,0,0,0,0,0,0,0,0,8706.18218081949,0,5223.70930849169,0,0,0,0,13929.8914893112,0,0,0,1741.2364361639,1741.2364361639,0,0,0,40048.4380317696,15671.1279254751,217654.554520487,0,0,0,0,0,0,0,1741.2364361639,100991.713297506,0,0,78355.6396273754,0,0,1741.2364361639
"2005605000_2005605102000001","HL2",44.27,-63.31,2005,7,1,0,0,0,0,0,5432.68892794376,0,18561.6871704745,0,905.448154657293,0,0,0,0,38.481546572935,0,0,0,5432.68892794376,4.52724077328647,0,18108.9630931459,0,905.448154657293,0,905.448154657293,0,0,5432.68892794376,0,0,2716.34446397188,9959.92970123023,3621.79261862917,0,0,0,3621.79261862917,8149.03339191564,97788.4007029877,0,0,0,0,0,0,0,905.448154657293,38028.8224956063,0,0,8149.03339191564,0,0,0
"2005633000_2005633102000001","HL2",44.27,-63.32,2005,7,13,0,0,0,0,0,3574.14907329016,0,6522.31723543911,54.8093885331017,822.140827996526,0,4169.84058550519,0,0,4.5272554928342,0,0,0,1191.38302443005,0,0,13700.9047809456,0,1191.38302443005,0,0,0,0,0,0,0,595.691512215027,4765.53209772021,2978.45756107513,0,0,0,4765.53209772021,2978.45756107513,80418.3541490286,0,0,0,0,0,0,0,0,32167.3416596114,0,0,15487.9793175907,0,0,3574.14907329016
"2005633122_2005633102122001","HL2",44.27,-63.32,2005,7,27,0,0,0,0,0,905.449157657905,0,14240.2458431652,82.3135597870822,1481.64407616748,0,0,0,0,966.566975799813,0,905.449157657905,0,2716.34747297371,2.26362289414476,0,1810.89831531581,0,4.52724578828952,0,0,0,0,0,0,0,1810.89831531581,10865.3898918949,0,0,0,0,905.449157657905,0,63381.4410360533,0,0,0,0,0,0,0,0,44367.0087252373,905.449157657905,0,24447.1272567634,0,0,905.449157657905
"2005666003_2005666102003001","HL2",44.26,-63.31,2005,8,17,0,0,0,0,0,0,0,10714.5291156741,0,528.181012744497,0,0,0,0,61.1180886175775,0,452.726582352426,0,0,0,0,452.726582352426,0,4527.26582352426,0,452.726582352426,0,0,905.453164704851,0,0,1810.9063294097,8149.07848234366,2263.63291176213,0,0,0,14487.2506352776,14939.97721763,49347.1974764144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2005666004_2005666102004001","HL2",44.26,-63.31,2005,10,5,452.726582352426,0,0,2.26363291176213,0,0,0,2781.0347201649,21.5584086834488,194.02567815104,0,0,0,3169.08607646698,6.79089873528639,0,0,452.726582352426,0,2.26363291176213,0,0,0,2.26363291176213,0,452.726582352426,0,0,452.726582352426,0,0,905.453164704851,4074.53924117183,6338.17215293396,0,0,0,905.453164704851,2263.63291176213,51610.8303881765,0,0,21730.8759529164,0,0,0,0,0,1358.17974705728,0,0,0,0,0,0
"2005055001_2005055102001001","HL2",44.25,-63.31,2005,10,17,0,0,0,0,0,0,905.445608588798,4362.60156865512,0,658.50589715549,0,0,0,12223.5157159488,0,0,0,0,0,0,0,905.445608588798,0,0,0,0,0,0,452.722804294399,0,0,1358.1684128832,5432.67365153279,14034.4069331264,0,0,0,0,8601.73328159358,36217.8243435519,0,0,63381.1926012159,0,0,0,0,0,0,0,0,1358.1684128832,0,0,0
"2005055091_2005055102091001","HL2",44.26,-63.31,2005,10,28,0,0,0,0,0,1810.90886539117,905.454432695587,1082.12846834351,0,0,905.454432695587,0,0,56138.1748271264,925.827157431238,0,0,4527.27216347794,0,6.79090824521691,2.26363608173897,0,0,27.1636329808676,0,3621.81773078235,0,0,0,0,0,5432.72659617352,19014.5430866073,23541.8152500853,0,0,0,0,14487.2709231294,52516.3570963441,0,0,41650.903903997,0,0,0,0,907.718068777326,0,0,0,905.454432695587,0,0,0
"2006666001_2006666102001001","HL2",44.26,-63.31,2006,1,25,0,0,0,0,0,0,905.441704644916,4268.51089332603,129.348814949274,43.1162716497579,0,452.720852322458,0,0,0,3621.76681857966,0,452.720852322458,0,0,0,0,0,0,0,452.720852322458,0,0,4074.48767090212,0,0,2716.32511393475,8601.6961941267,5885.37108019195,0,0,0,0,1810.88340928983,75151.661485528,0,452.720852322458,1358.16255696737,0,0,0,0,0,6790.81278483687,0,0,3621.76681857966,0,0,452.720852322458
"2006614000_2006614102000001","HL2",44.26,-63.31,2006,2,18,0,0,0,0,0,0,0,7037.7817758493,41.1566185722181,0,0,0,0,0,0,452.722804294399,0,452.722804294399,0,0,0,0,0,0,0,0,0,0,0,0,0,2263.614021472,4527.22804294399,12676.2385202432,0,0,0,0,905.445608588798,105484.413400595,0,0,0,0,0,0,0,0,18108.912171776,905.445608588798,0,1358.1684128832,0,0,0
"2006614098_2006614102098001","HL2",44.27,-63.32,2006,3,3,0,0,0,0,0,0,0,4640.39252153485,0,311.245839859045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,452.721221613156,4.52721221613156,0,905.442443226312,0,0,2263.60610806578,12223.4729835552,14487.079091621,0,0,0,0,1810.88488645262,92355.1292090838,0,0,0,0,0,0,0,0,3621.76977290525,452.721221613156,0,452.721221613156,0,0,0
"2006615092_2006615102092001","HL2",44.26,-63.32,2006,3,15,0,0,0,0,0,0,0,5621.35506420929,641.362658332603,301.817721568284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226.363291176213,0,0,226.363291176213,0,0,679.089873528639,7243.62531763881,11318.1645588106,0,0,0,0,679.089873528639,49347.1974764144,0,0,0,0,0,0,0,0,9959.98481175337,226.363291176213,0,452.726582352426,0,0,226.363291176213
"2006666002_2006666102002001","HL2",44.26,-63.31,2006,3,31,0,0,0,0,0,0,0,8375.35320105531,14939.8192235041,6790.82691977458,0,5432.66153581966,0,452.721794651638,13.5816538395492,2716.33076790983,0,0,452.721794651638,0,0,452.721794651638,0,2263.60897325819,0,1810.88717860655,0,0,7696.27050907785,0,0,2716.33076790983,23541.5333218852,6338.10512512294,0,0,0,7696.27050907785,452.721794651638,57948.3897154097,0,0,0,0,0,0,0,457.249012598155,18561.5935807172,0,0,2716.33076790983,0,0,0
"2006666003_2006666102003001","HL2",44.26,-63.31,2006,4,12,0,0,0,0,0,0,0,18561.5935807172,2263.60897325819,38028.6307507376,0,7243.54871442621,0,0,9.05443589303277,28974.1948577049,0,0,2.26360897325819,2.26360897325819,0,1810.88717860655,0,12676.2102502459,0,905.443589303277,0,0,111369.561484303,0,0,0,4527.21794651638,2716.33076790983,0,0,0,10865.3230716393,1810.88717860655,35312.2999828278,0,0,0,0,0,0,0,7245.81232339947,19919.7589646721,0,0,5432.66153581966,0,0,905.443589303277
"2006008008_2006008102001001","HL2",44.26,-63.32,2006,4,21,0,0,0,0,0,905.446314124417,0,46479.5774583867,1509.07719020736,18712.5571585713,0,4527.23157062209,0,0,31.6906209943546,0,0,905.446314124417,4.52723157062209,0,0,0,0,5439.46873210243,0,1813.15624403414,4.52723157062209,0,28068.8357378569,0,0,10865.355769493,22636.1578531104,15392.5873401151,0,0,0,0,0,78773.8293288243,0,0,0,0,0,0,0,2716.33894237325,31690.6209943546,2716.33894237325,0,29879.7283661058,0,0,1810.89262824883
"2006008179_2006008102179001","HL2",44.27,-63.32,2006,5,6,0,0,0,0,452.726582352426,10412.7113941058,0,24220.8721558548,1131.81645588106,17656.3367117446,0,1358.17974705728,0,0,15.8454303823349,4979.99240587668,0,0,9.05453164704852,2.26363291176213,0,0,0,3171.34970937874,0,0,2.26363291176213,0,3169.08607646698,0,0,3169.08607646698,19919.9696235067,3621.81265881941,0,2.26363291176213,0,452.726582352426,905.453164704851,41650.8455764232,0,0,905.453164704851,0,0,0,0,3624.07629173117,26710.8683587931,0,0,6338.17215293396,0,0,452.726582352426
"2006666005_2006666102005001","HL2",44.26,-63.31,2006,5,30,0,0,0,0,0,0,0,49346.7856680895,0,9507.17889018238,0,0,0,0,24.899754236192,0,0,452.722804294399,0,9.05445608588798,0,0,0,452.722804294399,0,0,0,0,0,0,0,905.445608588798,27616.0910619583,4527.22804294399,0,0,0,905.445608588798,3621.78243435519,39839.6067779071,0,0,0,452.722804294399,0,0,0,0,9507.17889018238,0,0,0,0,0,452.722804294399
"2006030000_2006030102000001","HL2",44.27,-63.32,2006,7,6,0,0,0,452.722063037249,0,4979.94269340974,0,35614.1356255969,0,603.629417382999,0,1358.16618911175,0,0,475.358166189112,0,0,0,0,0,0,0,0,905.444126074499,0,452.722063037249,0,0,0,0,0,0,5885.38681948424,0,0,0,0,0,4979.94269340974,60664.7564469914,0,0,0,0,0,0,0,0,12223.4957020057,0,0,2716.3323782235,0,0,0
"2006036000_2006036102000001","HL2",44.27,-63.32,2006,7,20,0,0,0,0,0,1810.90815905241,0,26937.2588659045,0,1810.90815905241,0,1810.90815905241,0,0,224.099884682735,0,0,0,452.727039763101,4.52727039763101,0,452.727039763101,0,452.727039763101,0,452.727039763101,0,0,0,0,0,3169.08927834171,13129.0841531299,5432.72447715722,452.727039763101,0,0,452.727039763101,9507.26783502513,67003.601884939,0,0,0,0,0,0,0,0,13581.811192893,452.727039763101,0,0,0,0,1358.1811192893
"2006036102_2006036102102001","HL2",44.26,-63.32,2006,8,1,0,0,0,0,0,1810.89831531581,452.724578828952,18222.1642978653,113.181144707238,905.449157657905,0,452.724578828952,0,0,1405.7098172639,0,10865.3898918949,0,4074.52120946057,0,2.26362289414476,905.449157657905,0,452.724578828952,0,0,6.79086868243428,0,2263.62289414476,0,0,3621.79663063162,10412.6653130659,905.449157657905,0,0,0,4979.97036711848,13129.0127860396,55685.1231959611,0,0,0,0,0,0,0,1367.22822806344,23088.9535202766,452.724578828952,452.724578828952,30785.2713603688,0,0,452.724578828952
"2006666006_2006666102006001","HL2",44.26,-63.31,2006,8,25,0,0,0,0,0,452.721473402613,0,27917.8241931612,0,754.535789004356,0,0,0,7243.54357444181,45.2721473402613,0,4527.21473402613,1810.88589361045,452.721473402613,6.7908221010392,0,0,0,0,0,1358.16442020784,0,0,2263.60736701307,0,0,4527.21473402613,18108.8589361045,905.442946805227,0,0,0,452.721473402613,4074.49326062352,44819.4258668587,0,0,30785.0601913777,0,0,0,0,2.26360736701307,5885.37915423397,0,0,2716.32884041568,0,0,0
"2006052008_2006052102001001","HL2",44.26,-63.32,2006,10,5,0,0,0,0,0,0,905.450113181264,3147.5170601063,0,0,0,0,0,18109.0022636253,13.581751697719,0,0,905.450113181264,0,2.26362528295316,0,0,0,1829.00922862615,0,1810.90022636253,0,0,0,0,0,1810.90022636253,19014.4523768065,5432.70067908758,905.450113181264,0,0,3621.80045272506,14487.2018109002,81490.5101863138,0,0,105032.213129027,0,0,0,0,0,0,0,0,0,0,0,0
"2006052080_2006052102013001","HL2",44.26,-63.32,2006,10,13,0,0,0,0,0,0,0,2630.12306126222,0,172.467085984408,0,0,0,35312.6358553075,20.3726745319082,0,0,905.452201418142,2.26363050354535,2.26363050354535,0,0,0,97.3361116524503,0,0,0,0,905.452201418142,905.452201418142,0,1810.90440283628,9054.52201418142,2716.35660425443,0,0,0,0,1810.90440283628,32596.2792510531,0,0,79679.7937247965,0,0,0,0,0,905.452201418142,0,0,0,0,0,0
"2006059001_2006059102001001","HL2",44.29,-63.27,2006,11,12,0,0,0,0,0,0,5432.71320850885,19316.3136302537,0,1358.17830212721,0,1810.90440283628,0,0,38.481718560271,0,0,905.452201418142,2.26363050354535,0,0,0,0,0,0,0,0,0,0,0,0,3169.0827049635,9054.52201418142,10865.4264170177,0,0,0,8149.06981276328,4979.98710779978,82396.1503290509,0,0,0,0,0,0,0,2.26363050354535,1358.17830212721,0,0,0,0,0,452.726100709071
"2006666007_2006666102007001","HL2",44.26,-63.31,2006,12,13,0,0,0,0,0,0,7243.56486871039,5777.60531194757,43.1164575518475,86.2329151036951,0,2716.33682576639,0,0,24.899754236192,0,0,905.445608588798,0,0,0,0,0,0,0,0,0,0,0,0,0,1810.8912171776,6338.11926012159,13581.684128832,0,0,0,3621.78243435519,2716.33682576639,120424.26594231,0,0,0,0,0,0,0,0,7243.56486871039,0,0,0,0,0,0
"2007666001_2007666102001001","HL2",44.26,-63.31,2007,1,15,0,0,0,0,0,0,226.363291176213,3780.26696264275,181.09063294097,0,0,0,0,3395.44936764319,47.5362911470047,0,0,0,0,0,0,0,0,0,0,1131.81645588106,0,0,3395.44936764319,0,0,679.089873528639,22183.6025352689,2489.99620293834,0,0,0,0,452.726582352426,69946.2569734498,0,0,0,0,0,0,0,233.154189911499,6111.80886175775,452.726582352426,0,226.363291176213,0,0,226.363291176213
