"sample_id","station","year","month","day","yearday","season","latitude","longitude","depth","Acartia","Acartia hudsonica","Aetideidae","Calanus finmarchicus","Calanus finmarchicus I-IV","Calanus finmarchicus V","Calanus finmarchicus VI","Calanus glacialis","Calanus hyperboreus","Calocalanus pavo","Centropages","Centropages hamatus","Centropages typicus","Clausocalanus","Euchaeta","Mecynocera clausi","Metridia","Metridia longa","Metridia lucens","Microcalanus","Microsetella","Nannocalanus minor","Oithona","Oithona atlantica","Oithona similis","Oncaea","Paracalanus","Paraeuchaeta norvegica","Pleuromamma","Pleuromamma borealis","Pleuromamma robusta","Pseudocalanus","Scolecithricella minor","Spinocalanus","Temora","Triconia borealis","Triconia conifera"
"2001061306_2001061102071001","HL2",2001,11,7,311,NA,44.27,-63.3,149,0,0,0,4844.11976540796,452.721473402613,4255.58184998457,135.816442020784,90.5442946805227,543.265768083136,0,0,0,1810.88589361045,0,0,0,0,0,905.442946805227,6338.10062763659,0,0,0,226.360736701307,37802.2430291182,0,3848.13252392221,0,0,0,0,226.360736701307,0,0,0,226.360736701307,0
"2001666009_2001666102009001","HL2",2001,11,23,327,NA,44.27,-63.32,149,0,0,0,7572.77042052507,2345.91257592353,4897.60695675263,329.250887848916,0,370.407248830031,0,0,0,10865.2792990142,0,0,0,0,452.71997079226,4527.1997079226,6338.07959109164,0,0,0,452.71997079226,76509.6750638919,0,19919.6787148594,0,0,0,0,9054.3994158452,0,0,1810.87988316904,905.43994158452,0
"2001072078_2001072102078001","HL2",2001,12,8,342,NA,44.27,-63.32,149,0,0,0,13499.3126874333,2716.32511393475,9877.54586885363,905.441704644916,2057.82205601117,164.625764480894,0,0,0,17203.3923882534,0,0,0,0,0,905.441704644916,5432.6502278695,0,0,0,0,134910.813992092,0,13581.6255696737,0,0,0,0,2716.32511393475,0,0,1810.88340928983,905.441704644916,0
"2002666001_2002666102001001","HL2",2002,1,11,11,NA,44.27,-63.32,149,0,0,0,10322.035432952,1207.25560619322,5613.73856879848,3501.04125796034,0,60.3627803096611,0,0,0,0,0,0,0,0,0,1810.88340928983,7243.53363715933,0,0,0,0,84206.0785319772,0,0,0,0,0,0,49799.2937554704,0,0,1810.88340928983,905.441704644916,0
"2002002094_2002002102094001","HL2",2002,3,1,60,NA,44.27,-63.32,149,0,0,0,7669.60102921485,3248.92821376462,2822.83926769713,1597.83354775309,106.522236516873,2822.83926769713,0,0,0,0,452.71950519671,0,0,0,3621.75604157368,2263.59752598355,4074.47554677039,0,0,0,905.439010393419,77867.7548938341,0,0,0,0,0,0,12676.1461455079,0,0,0,452.71950519671,0
"2002666002_2002666102002001","HL2",2002,3,13,72,NA,44.27,-63.32,149,0,0,0,2495.48081461099,474.803871806516,1015.8594466558,1004.81749614867,66.2517030427697,209.797059635437,0,0,0,0,0,0,0,0,905.43994158452,905.43994158452,9507.11938663746,0,0,0,905.43994158452,62475.3559693319,0,0,0,0,0,0,18108.7988316904,905.43994158452,0,0,452.71997079226,0
"2002666003_2002666102003001","HL2",2002,3,18,77,NA,44.29,-63.24,149,0,0,0,6284.84373751686,905.443589303277,1438.05746536403,3941.34268284956,292.937631833413,159.784162818225,0,0,0,0,0,0,0,0,0,679.082691977458,4753.5788438422,0,0,0,0,47535.788438422,0,0,0,0,0,0,8601.71409838113,452.721794651638,0,0,226.360897325819,0
"2002003130_2002003102130001","HL2",2002,3,19,78,NA,44.26,-63.32,149,0,0,0,4191.31516517581,876.233135576824,700.986508461459,2614.09552113753,73.0194279647353,43.8116567788412,0,0,0,0,0,0,0,0,0,3621.76362705087,10865.2908811526,0,0,0,452.720453381359,83300.5634221701,0,0,0,0,0,0,10865.2908811526,0,0,0,0,0
"2002666004_2002666102004001","HL2",2002,3,29,88,NA,44.3,-63.23,149,0,0,0,9174.96401896105,2745.79215165988,1004.55810426581,5424.61376303537,2745.79215165988,2343.96890995355,0,0,0,0,0,0,0,0,0,0,8148.97534180424,0,0,0,905.441704644916,104125.796034165,0,0,0,0,0,0,75151.661485528,0,0,2716.32511393475,0,0
"2002666005_2002666102005001","HL2",2002,4,12,102,NA,44.27,-63.32,149,0,0,0,2222.44782049207,617.346616803352,576.190175683128,1028.91102800559,411.564411202235,1728.57052704938,0,0,0,0,0,0,0,0,0,452.720852322458,5432.6502278695,0,0,0,0,23541.4843207678,0,0,0,0,0,0,27163.2511393475,452.720852322458,0,1810.88340928983,0,0
"2002666006_2002666102006001","HL2",2002,4,18,108,NA,44.29,-63.24,149,0,0,0,25096.4820309189,21323.808261565,2296.41012047624,1476.26364887758,1804.32223751704,12958.3142512588,0,0,0,0,0,0,0,0,0,1741.23404739407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2002666007_2002666102007001","HL2",2002,5,22,142,NA,44.27,-63.32,149,0,0,0,8511.15202366221,6926.62904053361,1177.07421603839,407.448767090212,226.360426161229,5296.83397217276,0,0,0,0,0,0,0,0,0,11770.7421603839,2263.60426161229,0,0,0,452.720852322458,47082.9686415356,0,0,0,0,0,0,30785.0179579271,0,0,0,0,0
"2002666008_2002666102008001","HL2",2002,6,5,156,NA,44.27,-63.32,149,0,0,0,4527.1997079226,2917.52870066123,1274.32288074858,335.348126512785,234.74368855895,1844.41469582032,0,0,0,0,0,0,0,0,452.71997079226,5885.35962029938,5432.63964950712,0,0,0,452.71997079226,13128.8791529755,0,0,452.71997079226,0,0,0,16297.9189485214,452.71997079226,0,0,0,0
"2002032004_2002032102002001","HL2",2002,6,23,174,NA,44.27,-63.31,149,0,0,0,10186.1364071669,3470.83166466426,5809.87039519888,905.434347303721,150.90572455062,3319.92594011364,0,226.35858682593,0,0,0,0,0,0,792.255053890756,4074.45456286674,1358.15152095558,113.179293412965,0,0,113.179293412965,4074.45456286674,0,0,0,0,0,0,11657.4672215354,0,0,452.71717365186,565.896467064826,0
"2002037000_2002037102000001","HL2",2002,7,2,183,NA,44.27,-63.32,149,0,0,2263.59572180409,15694.263671175,6036.25525814423,8677.11693358233,980.891479448437,226.359572180409,3697.20634561334,0,0,0,0,0,0,0,0,0,9959.82117593798,4979.91058796899,0,0,0,0,20372.3614962368,0,0,0,0,0,0,33953.9358270613,0,0,4527.19144360817,1358.15743308245,0
"2002037125_2002037102125001","HL2",2002,7,16,197,NA,44.27,-63.31,149,0,0,905.449075935606,6904.04920400899,3282.25290026657,3433.16107958917,188.635224153251,0,1395.90065873406,0,0,0,0,0,0,0,0,452.724537967803,5432.69445561364,2716.34722780682,0,0,0,905.449075935606,34407.064885553,0,0,0,0,0,0,21278.0532844867,0,0,2716.34722780682,905.449075935606,0
"2002040100_2002040102100001","HL2",2002,7,30,211,NA,44.27,-63.32,149,0,0,0,16071.6663461112,4527.22995665103,10186.2674024648,1358.16898699531,339.542246748827,3282.241718572,0,0,0,0,0,0,0,0,1810.89198266041,13128.966874288,5885.39894364634,0,0,0,2716.33797399062,108653.518959625,0,0,0,0,0,0,6338.12193931145,0,0,0,0,0
"2002666010_2002666102010001","HL2",2002,8,28,240,NA,44.27,-63.32,149,0,0,0,26823.7105001056,12110.2827996257,11883.9223734645,2829.50532701536,0,452.720852322458,0,905.441704644916,0,0,0,0,0,0,0,4979.92937554704,9054.41704644916,905.441704644916,0,0,905.441704644916,83753.3576796547,0,18108.8340928983,0,0,0,0,1810.88340928983,0,0,905.441704644916,0,0
"2002051204_2002051102204001","HL2",2002,9,28,271,NA,44.27,-63.32,149,0,0,0,33501.4128042212,4225.40341674862,27012.4004142144,2263.60897325819,0,0,0,0,0,46177.6230544671,905.443589303277,0,0,0,905.443589303277,3621.77435721311,2716.33076790983,0,0,0,905.443589303277,77868.1486800818,0,69719.1563763523,0,0,0,0,32595.969214918,0,0,2716.33076790983,0,0
"2002054500_2002054102500001","HL2",2002,10,3,276,NA,44.27,-63.32,149,0,0,0,11091.6448317028,1961.78752125356,9129.85731044926,0,0,301.81346480824,0,0,0,9959.84433867192,452.72019721236,0,0,0,905.44039442472,2263.6009860618,10412.5645358843,0,0,0,3169.04138048652,52515.5428766337,0,17656.087691282,0,0,0,0,1358.16059163708,0,0,0,0,0
"2002064067_2002064102001003","HL2",2002,10,18,291,NA,44.27,-63.32,149,0,0,0,4895.00382692527,537.601576367515,4187.63333170485,169.7689188529,56.5896396176332,113.179279235266,0,0,0,0,0,0,0,0,0,5432.60540329278,7696.19098799811,0,0,0,3169.01981858746,52515.1855651636,0,10865.2108065856,0,0,0,0,7243.47387105705,0,0,0,0,0
"2002064118_2002064102007001","HL2",2002,10,22,295,NA,44.27,-63.32,149,0,0,0,15405.3097345133,1736.87315634218,12913.2743362832,755.162241887906,0,0,0,0,0,5437.16814159292,1359.29203539823,0,0,0,453.097345132743,4077.87610619469,7702.65486725664,0,0,0,906.194690265487,26732.7433628319,0,43044.2477876106,0,0,0,0,11327.4336283186,0,0,1359.29203539823,0,0
"2002064217_2002064102031001","HL2",2002,10,31,304,NA,44.26,-63.32,149,0,0,0,19914.373088685,5129.45973496432,13653.4148827727,1131.49847094801,75.4332313965342,150.866462793068,0,0,0,1810.39755351682,4073.39449541284,0,0,0,452.599388379205,4525.99388379205,10409.7859327217,0,0,0,3168.19571865443,38923.5474006116,0,27608.5626911315,0,0,0,0,3168.19571865443,0,0,0,0,0
"2002666011_2002666102011003","HL2",2002,11,21,325,NA,44.27,-63.32,149,0,0,0,7531.62872500089,1687.41408592916,5597.27599235039,246.938646721341,0,0,0,0,0,4527.20852322458,4979.92937554704,0,905.441704644916,0,0,2716.32511393475,4979.92937554704,0,0,0,1810.88340928983,105483.958591133,0,10865.300455739,0,0,0,0,4979.92937554704,0,0,452.720852322458,0,0
"2002075215_2002075102215003","HL2",2002,12,12,346,NA,44.28,-63.32,149,0,0,905.441704644916,10700.6746912581,2469.38646721341,8066.6624595638,164.625764480894,0,658.503057923575,0,0,0,0,0,0,0,0,905.441704644916,8148.97534180424,8148.97534180424,0,0,0,0,133099.930582803,0,1810.88340928983,0,0,0,0,46177.5269368907,0,0,7243.53363715933,0,905.441704644916
"2003666001_2003666102001001","HL2",2003,1,15,15,NA,44.27,-63.32,149,0,0,0,4663.02477892132,1448.70672743187,2625.78094347026,588.537108019195,0,45.2720852322458,0,1358.16255696737,0,0,0,0,0,905.441704644916,905.441704644916,1810.88340928983,2263.60426161229,0,0,0,452.720852322458,124950.955240998,452.720852322458,452.720852322458,0,0,0,0,24446.9260254127,0,0,452.720852322458,0,0
"2003002000_2003002102000001","HL2",2003,2,17,48,NA,44.26,-63.31,149,0,0,0,9270.02319552463,1724.65547823714,6424.34165643335,1121.02606085414,129.349160867785,344.931095647428,0,0,0,0,0,0,0,0,905.444126074499,2716.3323782235,3621.77650429799,0,0,0,0,170223.495702006,0,0,0,0,0,0,26257.8796561605,1810.888252149,0,905.444126074499,0,0
"2003003000_2003003102000001","HL2",2003,3,4,63,NA,44.27,-63.3,149,0,0,0,6381.21230190583,1379.72157879045,2026.46606884847,2975.02465426691,129.348898011605,344.930394697613,0,4527.21143040617,0,0,0,0,0,0,0,0,1810.88457216247,0,0,0,0,114991.170332317,0,0,0,0,0,0,62475.5177396051,0,0,2716.3268582437,0,0
"2003003112_2003003102112001","HL2",2003,3,20,79,NA,44.27,-63.31,149,0,0,0,4844.09666007076,1358.15794207591,2444.68429573664,1041.2544222582,0,135.815794207591,0,7696.22833843017,0,452.719314025304,0,0,0,0,0,905.438628050609,3169.03519817713,0,0,0,452.719314025304,134457.636265515,0,0,0,0,0,0,84205.7924087066,0,0,1358.15794207591,0,0
"2003005002_2003005102001001","HL2",2003,4,12,102,NA,44.27,-63.34,149,0,0,0,18712.4739123455,9507.14400385295,3018.14095360411,6187.18895488842,3923.58323968534,3319.95504896452,0,3621.76914432493,0,0,0,0,0,0,905.442286081233,905.442286081233,3621.76914432493,0,0,0,452.721143040616,45272.1143040616,0,0,0,0,0,0,34859.5280141275,0,0,452.721143040616,0,452.721143040616
"2003005085_2003005102085001","HL2",2003,4,18,108,NA,44.27,-63.33,149,0,0,0,13128.8601067338,8941.20645199976,2376.77639863285,1810.87725610122,2150.4167416202,4753.5527972657,0,7243.50902440487,0,0,0,0,0,0,905.438628050609,2263.59657012652,2263.59657012652,452.719314025304,0,0,452.719314025304,51157.2824848594,0,0,0,0,0,0,25352.281585417,0,0,0,0,0
"2003014001_2003014102001001","HL2",2003,5,5,125,NA,44.27,-63.32,149,0,0,0,60664.8557754495,45272.2804294399,11770.7929116544,3621.78243435519,9356.27128875092,13883.4993316949,0,0,0,0,0,0,0,5223.72466493537,0,5223.72466493537,1741.24155497846,0,0,0,1741.24155497846,41789.797319483,0,0,0,0,0,0,71390.9037541168,1741.24155497846,0,5223.72466493537,0,1741.24155497846
"2003010401_2003010102401001","HL2",2003,5,16,136,NA,44.27,-63.32,149,0,0,0,76057.3650947983,65192.0272241128,6338.11375789985,4527.22411278561,1810.88964511424,27163.3446767137,0,905.444822557122,0,0,0,0,0,0,0,5432.66893534273,0,0,0,0,0,32596.0136120564,0,0,0,0,0,0,61570.2479338843,905.444822557122,0,1810.88964511424,0,0
"2003021065_2003021102009001","HL2",2003,5,29,149,NA,44.27,-63.32,149,0,0,0,27842.4068767908,19693.4097421203,5659.02578796562,2489.97134670487,679.083094555874,6790.83094555874,0,0,0,3621.77650429799,0,0,0,0,0,19919.770773639,1810.888252149,0,0,0,5885.38681948424,47083.0945558739,0,0,0,0,0,0,27163.323782235,0,0,0,0,0
"2003038009_2003038102002001","HL2",2003,7,13,194,NA,44.27,-63.32,149,0,0,0,36670.4948319768,31011.4678517335,5206.30482182387,452.722158419467,0,4979.94374261414,0,0,0,905.444316838934,0,0,0,0,0,7243.55453471147,5432.6659010336,0,0,0,2716.3329505168,113180.539604867,0,0,0,0,0,0,40744.994257752,0,0,2716.3329505168,0,0
"2003042078_2003042102078001","HL2",2003,7,31,212,NA,44.27,-63.32,149,0,0,0,6847.43530943469,3282.241718572,3055.88022073945,509.313370123241,56.5903744581379,1018.62674024648,0,0,0,3169.06096965572,0,0,0,0,0,2263.61497832552,1810.89198266041,14034.4128656182,0,0,905.445991330207,34859.670666213,0,0,0,0,0,0,4979.95295231614,0,452.722995665103,905.445991330207,0,452.722995665103
"2003666002_2003666102002001","HL2",2003,8,13,225,NA,44.25,-63.26,149,0,0,0,14577.5830595108,5794.81562614093,8058.41548010223,724.351953267616,0,1720.33588901059,0,0,0,1131.79992698065,0,0,0,0,452.71997079226,12676.1591821833,4074.47973713034,226.35998539613,0,0,7017.15954728003,32822.1978824388,0,679.07995618839,0,0,0,0,12902.5191675794,0,0,0,0,226.35998539613
"2003666003_2003666102003001","HL2",2003,9,3,246,NA,44.27,-63.32,149,0,0,0,16297.9506836085,5161.01771647602,8330.06368273323,2806.86928439924,181.088340928983,1901.42757975432,0,0,0,4979.92937554704,0,0,0,0,1358.16255696737,7243.53363715933,1810.88340928983,0,0,0,1358.16255696737,0,0,32595.901367217,0,0,0,0,20825.1592068331,0,0,0,0,452.720852322458
"2003666004_2003666102004001","HL2",2003,9,16,259,NA,44.27,-63.32,149,0,0,0,14600.3487198311,2263.61995656297,11657.6427762993,679.08598696889,0,3282.2489370163,0,0,0,2716.34394787556,0,0,0,0,3621.79193050075,5432.68789575112,3621.79193050075,0,0,0,7243.5838610015,87828.4543146432,0,18108.9596525037,0,0,0,0,11770.8237741274,0,0,1810.89596525037,0,0
"2003067005_2003067102001001","HL2",2003,10,19,292,NA,44.27,-63.31,149,0,0,0,17316.572601334,4187.66788398274,12223.4630127064,905.441704644916,113.180213080614,1131.80213080614,0,0,0,31237.7388102496,0,0,0,0,1810.88340928983,14939.7881266411,9054.41704644916,452.720852322458,0,0,0,86016.961941267,0,39386.7141520538,0,0,0,0,18108.8340928983,0,0,0,0,452.720852322458
"2003067072_2003067102015001","HL2",2003,10,24,297,NA,44.28,-63.32,149,0,0,0,16071.6595524512,5545.85435260639,9733.54029232958,792.264907515199,113.1807010736,113.1807010736,0,0,0,32143.3191049023,1810.8912171776,0,0,0,2263.614021472,19919.8033889536,6338.11926012159,0,0,0,452.722804294399,57495.7961453887,0,66550.2522312767,0,0,0,0,13581.684128832,0,0,905.445608588798,0,0
"2003067158_2003067102030001","HL2",2003,10,31,304,NA,44.27,-63.31,149,0,0,0,19617.9881860906,5633.88378677474,12575.6334526222,1408.47094669369,1006.05067620978,1911.49628479857,905.445608588798,0,0,61570.3013840383,905.445608588798,0,0,0,2716.3368257664,13581.684128832,10865.3473030656,0,0,0,905.445608588798,158452.98150304,0,61570.3013840383,0,0,0,0,5432.67365153279,0,0,905.445608588798,0,0
"2003072081_2003072102001001","HL2",2003,11,12,316,NA,44.26,-63.31,149,0,0,0,17979.6099407001,3104.39308328636,14228.4682983958,646.748559017991,0,1940.24567705397,0,0,0,60665.0148358875,7243.5838610015,0,0,0,8149.03184362669,19919.8556177541,15392.6157046282,0,905.447982625187,0,905.447982625187,194671.316264415,0,80584.8704536417,0,0,0,0,18108.9596525037,0,0,905.447982625187,0,1810.89596525037
"2003078088_2003078102017001","HL2",2003,12,22,356,NA,44.27,-63.32,149,0,0,0,17837.2713680886,3078.51384017774,13128.9560831109,1629.80144479998,0,1358.16787066665,0,0,0,905.445247111099,0,0,0,0,6338.11672977769,7243.56197688879,0,0,0,0,0,154831.137255998,0,4527.22623555549,0,0,0,0,59759.3863093325,0,0,18108.904942222,0,905.445247111099
"2004666001_2004666102001001","HL2",2004,1,13,13,NA,44.27,-63.32,149,0,0,0,6530.54398576474,1235.50832163117,4103.65263970352,1191.38302443005,88.2505944022262,485.378269212244,0,0,0,0,0,0,0,0,0,1741.25211262854,13930.0169010283,0,0,0,0,301236.615484737,0,0,0,0,0,0,95768.8661945697,0,0,5223.75633788562,0,0
"2004666002_2004666102002001","HL2",2004,2,10,41,NA,44.26,-63.31,149,0,0,0,7114.27486553812,1595.32224257521,4268.56491932287,1250.38770364003,215.584086834488,560.51862576967,0,0,0,0,0,0,0,0,2716.35949411455,2716.35949411455,2716.35949411455,0,0,0,2716.35949411455,143967.053188071,0,0,0,0,0,0,69719.8936822736,0,0,8149.07848234366,0,0
"2004666003_2004666102003001","HL2",2004,3,19,79,NA,44.26,-63.31,149,0,0,0,4230.63719472148,2224.35563846181,305.303715082993,1700.97784117668,0,0,0,0,0,0,0,0,0,0,0,0,2382.7462876402,0,0,0,5956.8657191005,115563.19495055,0,0,0,0,0,0,28592.9554516824,0,0,8339.61200674071,0,0
"2004005001_2004005102001001","HL2",2004,4,6,97,NA,44.26,-63.31,149,0,0,0,19617.9881860906,12223.5157159488,3018.15202862933,4376.32044151252,2414.52162290346,3772.69003578666,0,3621.78243435519,905.445608588798,0,0,0,0,0,905.445608588798,905.445608588798,11770.7929116544,0,0,0,905.445608588798,126762.385202432,0,0,0,0,0,0,25352.4770404864,0,0,5432.67365153279,0,0
"2004009004_2004009102001001","HL2",2004,4,18,109,NA,44.26,-63.32,149,0,0,0,68511.9915734889,59759.3582887701,4829.03905363798,3923.59423108086,1207.2597634095,6639.92869875223,0,0,0,0,0,0,0,0,0,1741.24004337908,12188.6803036536,1741.24004337908,0,0,3482.48008675816,78355.8019520586,0,0,0,0,0,0,40048.5209977189,0,0,5223.72013013724,0,0
"2004009077_2004009102016001","HL2",2004,4,25,116,NA,44.26,-63.31,149,0,0,0,39164.4972872298,34852.8095124889,1437.22925824696,2874.45851649393,3233.76583105567,20121.2096154575,0,1741.25852441459,0,0,0,0,0,0,0,0,1741.25852441459,0,0,0,5223.77557324377,142783.199001996,0,0,0,0,0,0,73132.8580254128,0,0,1741.25852441459,0,3482.51704882918
"2004009244_2004009102062001","HL2",2004,5,8,129,NA,44.26,-63.3,149,0,0,0,36648.8309022942,33055.8082648144,1077.90679124395,2515.11584623588,5030.23169247176,20120.926769887,0,1741.23404739407,0,0,0,0,0,0,1741.23404739407,6964.93618957627,5223.70214218221,0,0,0,0,74873.064037945,0,0,0,0,0,0,33083.4469004873,0,0,3482.46809478814,0,0
"2004016004_2004016102002001","HL2",2004,5,16,137,NA,44.26,-63.31,149,0,0,0,27163.6329808676,18652.3613135291,5251.63570963441,3259.63595770411,1629.81797885206,21730.9063846941,0,5432.72659617352,0,0,0,0,0,0,2716.36329808676,6338.18102886911,5432.72659617352,0,0,0,0,57949.0836925176,0,0,0,0,0,0,135818.164904338,0,0,10865.453192347,0,0
"2004019999_2004019102001001","HL2",2004,6,10,162,NA,44.26,-63.31,149,0,0,0,37008.2101977133,17246.5445581576,17246.5445581577,2515.12108139799,718.606023256569,25510.5138256082,0,4527.21794651638,0,0,0,0,0,0,2716.33076790983,20825.2025539754,1810.88717860655,905.443589303277,0,0,0,77868.1486800818,0,0,0,0,0,0,53421.1717688933,0,0,18108.8717860655,0,0
"2004529000_2004529102000001","HL2",2004,7,5,187,NA,44.26,-63.32,149,0,0,0,14404.9038408361,5268.07911893435,8231.37362333491,905.451098566841,82.3137362333491,2798.66703193387,0,12676.3153799358,2716.35329570052,0,0,0,0,0,0,36218.0439426736,9959.96208423525,905.451098566841,0,0,4527.2554928342,195577.437290438,0,0,0,0,0,0,187428.377403336,0,0,17203.57087277,0,905.451098566841
"2004530000_2004530102000001","HL2",2004,7,18,200,NA,44.27,-63.32,149,0,0,0,35010.6107050224,14336.2414524876,19618.0146191936,1056.35463334119,0,3169.06390002358,0,0,5432.68097146899,0,0,0,0,0,1810.89365715633,9959.91511435982,7243.57462862532,0,0,0,5432.68097146899,116802.640886583,1810.89365715633,0,0,0,0,0,131289.790143834,0,0,84206.5550577694,0,2716.3404857345
"2004530117_2004530102117001","HL2",2004,7,30,212,NA,44.27,-63.32,149,0,0,0,44547.8245937212,3078.50820363114,38934.0743400409,2535.24205004917,181.088717860655,3259.5969214918,0,2263.60897325819,0,0,0,0,0,0,3621.77435721311,10412.6012769877,4074.49615186475,0,0,0,5432.66153581966,28068.7512684016,0,2263.60897325819,0,0,0,0,14487.0974288524,0,0,2716.33076790983,0,452.721794651638
"2004666005_2004666102005001","HL2",2004,8,18,231,NA,44.26,-63.31,149,0,0,0,23179.3076389098,3893.39932997314,18380.4666042918,905.441704644916,181.088340928983,1539.25089789636,0,0,0,3169.04596625721,0,0,0,0,905.441704644916,4979.92937554704,905.441704644916,0,0,905.441704644916,7243.53363715933,59759.1525065644,0,13128.9047173513,0,0,0,0,15845.229831286,0,0,905.441704644916,0,0
"2004666006_2004666102006001","HL2",2004,9,15,259,NA,44.26,-63.31,149,452.720852322458,0,0,10789.8469803519,452.720852322458,9808.95180031992,528.174327709534,75.4534753870763,1131.80213080614,0,0,0,16297.9506836085,452.720852322458,0,0,0,1358.16255696737,2716.32511393475,2263.60426161229,0,0,0,0,33501.3430718619,0,38481.2724474089,0,0,0,0,6790.81278483687,0,0,905.441704644916,0,452.720852322458
"2004055003_2004055102001001","HL2",2004,10,19,293,NA,44.26,-63.3,149,452.726199068303,0,0,4774.20355381119,411.569271880275,4321.47735474289,41.1569271880275,164.62770875211,123.470781564083,0,0,0,17203.5955645955,0,0,0,0,1358.17859720491,1358.17859720491,2716.35719440982,0,0,0,3169.08339347812,69719.8346565186,0,18561.7741618004,0,0,0,0,1810.90479627321,0,0,0,0,452.726199068303
"2004055125_2004055102028001","HL2",2004,10,29,303,NA,44.26,-63.31,149,0,0,0,7902.10017972777,1810.89795785428,5926.57513479583,164.627087077662,0,781.978663618894,0,0,0,14487.1836628342,0,0,0,0,2263.62244731785,452.72448946357,6790.86734195355,0,0,0,1810.89795785428,71530.4693352441,0,23994.3979415692,0,0,0,0,3169.07142624499,0,0,0,0,0
"2004666007_2004666102007001","HL2",2004,11,23,328,NA,44.26,-63.31,149,0,0,0,12042.3746717774,4255.5760118311,7424.62197808831,362.176681857966,0,271.632511393475,0,0,0,2263.60426161229,0,0,0,0,2263.60426161229,905.441704644916,2716.32511393475,0,0,0,4074.48767090212,117254.700751517,0,905.441704644916,0,0,0,0,11770.7421603839,0,0,16750.6715359309,0,0
"2004666008_2004666102008001","HL2",2004,12,16,351,NA,44.26,-63.31,149,0,452.722804294399,0,4774.1677543773,493.879422866617,3909.87876436072,370.409567149963,0,370.409567149963,0,0,0,0,0,0,0,0,905.445608588798,452.722804294399,452.722804294399,0,0,0,0,105937.136204889,0,0,0,0,0,0,4979.95084723839,0,0,1810.8912171776,0,452.722804294399
"2005545000_2005545102000001","HL2",2005,2,19,50,NA,44.26,-63.32,149,0,0,0,8752.64088302505,2515.12669052444,2766.63935957688,3470.87483292373,150.907601431466,301.815202862933,0,452.722804294399,0,0,2263.614021472,0,0,0,2263.614021472,3169.05963006079,2263.614021472,0,0,2716.3368257664,452.722804294399,83753.7187944638,0,0,0,0,0,0,13128.9613245376,0,0,905.445608588798,0,0
"2005545105_2005545102105001","HL2",2005,3,4,63,NA,44.27,-63.32,149,0,0,0,24956.7403441183,5093.21231512619,10695.745861765,9167.78216722714,254.660615756309,1655.29400241601,0,8149.1397042019,0,0,0,0,0,0,6111.85477815143,10186.4246302524,4074.56985210095,0,0,0,2037.28492605047,321891.018315975,0,0,0,0,0,0,20372.8492605048,0,0,2037.28492605047,0,0
"2005546046_2005546102046001","HL2",2005,3,16,75,NA,44.27,-63.31,149,0,0,0,6690.22207651865,3521.16951395719,1609.67749209471,1559.37507046675,1257.560540699,150.907264883879,0,10447.4260304224,0,0,0,0,0,0,0,12188.6637021595,8706.18835868535,0,0,12188.6637021595,3482.47534347414,217654.708967134,0,0,0,0,0,0,13929.9013738966,0,0,0,0,0
"2005004007_2005004102002001","HL2",2005,4,1,91,NA,44.26,-63.31,149,0,0,0,61187.3379777044,34813.4854011077,12131.9721852345,14241.8803913622,13186.9262882984,16879.2656490219,0,11198.7435556011,0,0,0,0,0,0,5599.37177780054,11198.7435556011,5599.37177780054,0,0,0,0,363959.165557035,0,0,0,0,0,0,67192.4613336065,0,0,5599.37177780054,0,0
"2005004111_2005004102111001","HL2",2005,4,10,100,NA,44.26,-63.31,149,0,0,0,25654.334515605,20221.6519123004,1207.26280073435,4225.41980257024,9054.47100550765,26257.9659159722,0,13929.9553930887,0,0,0,0,0,0,0,3482.48884827217,5223.73327240826,0,0,3482.48884827217,0,87062.2212068044,0,0,0,0,0,0,19153.688665497,0,0,3482.48884827217,0,0
"2005666001_2005666102001001","HL2",2005,4,27,117,NA,44.26,-63.31,149,0,0,0,76057.1031901729,57042.8273926297,9959.85875109407,9054.41704644916,7243.53363715933,57948.2690972746,0,0,15671.1064265466,0,1741.23404739407,0,0,0,3482.46809478814,0,0,0,0,6964.93618957627,0,156711.064265466,0,0,0,0,0,0,100991.574748856,0,0,29600.9788056992,0,0
"2005666002_2005666102002001","HL2",2005,5,31,151,NA,44.27,-63.31,149,0,0,0,57949.0025411105,52969.0101352338,4527.26582352426,452.726582352426,2263.63291176213,2716.35949411455,0,5223.7682579126,0,0,1741.25608597087,0,0,0,1741.25608597087,6965.02434388347,8706.28042985434,0,0,81839.0360406308,10447.5365158252,210691.986402475,0,0,0,0,0,0,172384.352511116,0,0,57461.4508370386,0,0
"2005016178_2005016102178001","HL2",2005,6,6,157,NA,44.26,-63.31,149,0,0,0,19240.892819541,17316.8035375869,1471.36239208254,452.726889871552,565.90861233944,2037.27100442198,0,3621.81511897241,0,0,0,0,0,0,4527.26889871552,8149.08401768793,3621.81511897241,0,0,29879.9747315224,0,93261.7393135397,0,0,0,0,0,0,56138.1343440724,0,0,10865.4453569172,0,905.453779743104
"2005021097_2005021102003001","HL2",2005,6,17,168,NA,44.26,-63.31,149,0,0,0,13254.5830615974,11533.2086380133,1291.03081768806,430.34360589602,172.137442358408,516.412327075224,0,10447.4186169834,0,0,0,0,0,0,0,1741.2364361639,1741.2364361639,0,0,40048.4380317696,15671.1279254751,217654.554520487,0,0,0,0,0,0,100991.713297506,0,0,78355.6396273754,0,1741.2364361639
