"sample_id","transect","station","latitude","longitude","year","month","day","season","Acartia","Acartia longiremis","Aetideidae","Amphipoda","Ascidiacea","Bivalvia","Bryozoa","Calanus finmarchicus","Calanus glacialis","Calanus hyperboreus","Calocalanus pavo","Centropages","Centropages hamatus","Centropages typicus","Chaetognatha","Cirripedia","Cladocera","Clausocalanus","Cnidaria","Ctenophora","Decapoda","Echinodermata","Euchaeta","Euphausiacea","Foraminifera","Gastropoda","Heterorhabdus","Ichthyoplankton","Isopoda","Larvacea","Mecynocera clausi","Metridia","Metridia longa","Metridia lucens","Microcalanus","Microsetella","Mysidacea","Nannocalanus minor","Oithona","Oithona atlantica","Oithona similis","Oncaea","Ostracoda","Paracalanus","Paraeuchaeta norvegica","Pleuromamma","Pleuromamma borealis","Pleuromamma robusta","Polychaeta","Pseudocalanus","Scolecithricella minor","Spinocalanus","Temora","Thaliacea","Triconia borealis","Triconia conifera"
"2007045050_2007045102004001","BBL","BBL5",42.12,-65.49,2007,10,9,"Fall",0,0,0,2.26361944365264,0,0,100.605308606784,312.223371538296,31.2223371538296,0,100.605308606784,0,0,0,63.381344422274,0,0,201.210617213568,2.26361944365264,0,0,0,100.605308606784,605.895471084357,0,100.605308606784,100.605308606784,0,0,100.605308606784,2917.55394959674,0,1408.47432049498,905.447777461057,1509.07962910176,0,0,301.815925820352,301.815925820352,3420.58049263066,0,402.421234427137,0,301.815925820352,0,301.815925820352,0,0,0,0,0,100.605308606784,0,0,0,0
"2008037101_2008037102013001","BBL","BBL5",42.12,-65.5,2008,10,11,"Fall",0,0,0,13.581728048532,0,905.448536568803,0,18259.8788208042,0,0,905.448536568803,8149.03682911923,0,23541.6619507889,995.993390225683,0,0,4527.24268284401,0,6.79086402426602,0,0,0,4531.76992552686,0,905.448536568803,0,0,0,20825.3163410825,905.448536568803,0,9959.93390225683,28974.3531702017,11770.8309753944,0,0,0,27163.4560970641,18108.9707313761,70624.9858523666,0,0,26258.0075604953,0,0,905.448536568803,0,0,5432.69121941282,0,0,0,0,0,0
"2009048121_2009048102026001","BBL","BBL5",42.13,-65.5,2009,10,9,"Fall",0,0,0,22.6361547817469,0,0,0,21730.708590477,0,0,0,905.446191269877,0,226.361547817469,13.5816928690482,0,0,2263.61547817469,0,0,0,0,0,914.500653182576,0,226.361547817469,0,0,0,0,0,0,226.361547817469,1131.80773908735,905.446191269877,0,0,452.723095634938,1358.16928690482,1358.16928690482,21957.0701382945,0,0,3395.42321726204,0,0,0,0,0,226.361547817469,226.361547817469,0,0,0,0,0
"2011043104_2011043102021001","BBL","BBL5",42.12981,-65.50059,2011,10,3,"Fall",0,0,0,2.26361188945662,0,0,0,835.795159183984,0,0,0,0,0,0,4.52722377891325,0,0,1282.71340402542,0,0,0,0,0,31.6905664523927,0,75.4537296485541,0,0,0,0,0,528.176107539879,150.907459297108,150.907459297108,980.898485431203,0,0,75.4537296485541,377.268648242771,1735.43578191674,5583.575993993,0,150.907459297108,377.268648242771,0,0,0,0,0,0,0,0,75.4537296485541,0,0,0
"64_S2012042102017001","BBL","BBL5",42.13347,-65.50099,2012,10,1,"Fall",0,0,0,6.79084206441599,0,226.3614021472,0,37.7269003578666,0,0,226.3614021472,226.3614021472,0,0,525.158452981503,0,0,11997.1543138016,0,0,0,0,0,1720.34665631872,679.084206441599,452.722804294399,0,0,0,0,226.3614021472,0,226.3614021472,226.3614021472,226.3614021472,0,0,1810.8912171776,679.084206441599,1131.807010736,26257.9226490751,0,0,2489.9754236192,0,452.722804294399,0,0,0,0,0,0,226.3614021472,0,0,0
"209_S2013037102068001","BBL","BBL5",42.129,-65.5019,2013,10,6,"Fall",226.359259750011,0,0,2.26359259750011,0,0,226.359259750011,5523.16593790027,0,45.2718519500022,452.718519500022,452.718519500022,0,0,271.631111700013,0,0,1131.79629875006,0,0,0,0,0,4.52718519500022,905.437039000044,452.718519500022,0,0,0,0,1131.79629875006,226.359259750011,679.077779250033,6111.7000132503,5885.34075350029,0,0,0,226.359259750011,1358.15555850007,16750.5852215008,0,0,1358.15555850007,0,0,0,226.359259750011,0,452.718519500022,226.359259750011,0,0,1131.79629875006,0,0
"149_405733","BBL","BBL5",42.13755,-65.49733,2014,10,5,"Fall",0,0,0,43.0870279146141,0,0,0,21.5435139573071,0,0,0,0,0,0,21.5435139573071,0,0,1034.08866995074,0,0,0,0,0,241.502791461412,21.5435139573071,172.348111658456,0,0,280.065681444992,0,64.6305418719212,64.6305418719212,0,43.0870279146141,193.891625615764,0,0,0,0,64.6305418719212,64.6305418719212,0,64.6305418719212,0,0,1141.80623973727,430.870279146141,0,0,0,0,0,0,341.141543513957,0,0
"219_430555","BBL","BBL5",42.13168,-65.50082,2015,10,7,"Fall",0,0,0,2.264631043257,0,0,0,226.4631043257,0,0,0,0,0,0,9.05852417302799,0,0,1358.7786259542,0,2.264631043257,0,0,0,2.264631043257,1132.3155216285,0,0,0,0,0,226.4631043257,1132.3155216285,0,1585.2417302799,7246.81933842239,0,0,679.389312977099,226.4631043257,4529.26208651399,15852.417302799,0,0,452.926208651399,0,0,0,0,0,226.4631043257,0,0,0,0,0,0
"209_439102","BBL","BBL5",42.13444,-65.499,2016,10,1,"Fall",0,0,0,5070.13335453227,0,0,0,0,0,0,0,4730.01172565932,0,1689.28990202119,20.3728362183755,0,0,3040.72182363813,675.715960808474,0,0,337.857980404237,0,2027.14788242542,1689.28990202119,1013.57394121271,0,0,0,1013.57394121271,0,1013.57394121271,0,0,675.715960808474,0,0,675.715960808474,2365.00586282966,1689.28990202119,8108.59152970169,0,0,4392.15374525508,0,1689.28990202119,0,0,1013.57394121271,0,0,0,337.857980404237,40606.3398056323,0,0
"151_445411","BBL","BBL5",42.13497,-65.49968,2017,12,12,"Fall",0,0,0,0,0,0,0,0,0,0,0,452.674897119342,0,0,0,0,0,11090.5349794239,0,0,0,0,0,235.390946502058,0,0,226.337448559671,0,0,0,0,1810.69958847737,452.674897119342,4979.42386831276,226.337448559671,0,0,452.674897119342,1584.3621399177,1584.3621399177,16069.9588477366,0,0,905.349794238683,0,1131.68724279835,1584.3621399177,0,0,0,0,0,0,0,0,0
"037_448783","BBL","BBL5",42.13375,-65.50065,2018,9,17,"Fall",0,0,0,2.26315789473684,0,0,452.631578947368,226.315789473684,0,0,226.315789473684,2036.84210526316,0,0,226.315789473684,0,0,0,226.315789473684,0,0,0,0,452.631578947368,3394.73684210526,2265.42105263158,0,0,0,4526.31578947368,452.631578947368,1131.57894736842,0,226.315789473684,1584.21052631579,0,0,0,452.631578947368,6789.47368421053,2715.78947368421,0,0,11994.7368421053,0,452.631578947368,452.631578947368,0,226.315789473684,0,0,0,0,678.947368421053,0,0
"99003044_99003102009002","BBL","BBL5",42.17,-65.49,1999,4,10,"Spring",0,0,0,0,0,0,0,10794.9959644875,359.83319881625,0,359.83319881625,719.666397632499,0,0,719.666397632499,0,0,5397.49798224374,0,0,0,0,0,719.666397632499,0,719.666397632499,0,359.83319881625,0,0,359.83319881625,0,3238.49878934625,20510.4923325262,1079.49959644875,0,0,0,359.83319881625,3238.49878934625,13313.8283562012,0,0,0,0,1079.49959644875,0,0,359.83319881625,8995.82997040624,0,0,1439.332795265,0,0,359.83319881625
"2000002047_2000002102011002","BBL","BBL5",42.13,-65.49,2000,4,8,"Spring",0,0,0,0,0,0,0,19350.5535055351,1131.61131611316,1740.94048632794,0,22632.2263222632,0,0,0,0,0,13927.5238906235,0,0,0,1740.94048632794,0,13927.5238906235,0,48746.3336171823,0,0,0,3481.88097265588,1740.94048632794,0,10445.6429179676,15668.4643769515,12186.5834042956,0,0,0,0,5222.82145898382,191503.453496073,0,0,6963.76194531176,0,0,0,0,0,19150.3453496073,0,0,10445.6429179676,0,1740.94048632794,0
"2001009035_2001009102008002","BBL","BBL5",42.13,-65.5,2001,5,3,"Spring",0,0,0,905.4465900325,0,2716.3397700975,0,44366.8829115925,226.361647508125,4753.59459767063,0,0,0,6338.1261302275,0,0,0,0,0,0,0,905.4465900325,0,2716.3397700975,0,6338.1261302275,0,0,0,11770.8056704225,0,0,0,15392.5920305525,10865.35908039,0,0,0,1810.893180065,16298.038620585,142155.114635103,0,905.4465900325,0,905.4465900325,0,0,0,1810.893180065,11770.8056704225,2716.3397700975,0,0,0,0,0
"2003005023_2003005102007001","BBL","BBL5",42.11,-65.5,2003,4,13,"Spring",0,0,905.44033827251,0,0,0,0,45272.0169136255,1509.06723045418,2716.32101481753,0,0,0,0,83.7532312902072,905.44033827251,0,2716.32101481753,0,0,0,0,0,5434.90563048074,0,2716.32101481753,0,0,0,26257.7698099028,0,0,0,9959.84372099761,5432.64202963506,0,0,0,2716.32101481753,2716.32101481753,122234.445666789,905.44033827251,905.44033827251,1810.88067654502,3621.76135309004,0,0,0,905.44033827251,20825.1277802677,4527.20169136255,0,3621.76135309004,0,0,0
"2004009032_2004009102007001","BBL","BBL5",42.12,-65.51,2004,4,20,"Spring",0,0,0,0,0,0,0,24990.3073940737,543.26755204508,4165.05123234561,0,905.445920075133,0,0,0,0,0,9959.90512082646,0,0,0,0,0,2716.3377602254,0,905.445920075133,0,0,0,35312.3908829302,0,0,1810.89184015027,4527.22960037566,4527.22960037566,0,0,0,0,3621.78368030053,102315.38896849,0,0,1810.89184015027,0,0,0,0,0,13581.688801127,0,0,905.445920075133,0,0,0
"2005004041_2005004102012001","BBL","BBL5",42.16,-65.5,2005,4,4,"Spring",0,0,0,0,0,0,0,22636.3842148947,164.628248835598,411.570622088995,0,4527.27684297895,0,0,0,0,0,0,0,0,0,0,0,1810.91073719158,0,0,0,0,0,109560.099600091,0,0,0,0,2716.36610578737,0,0,0,1810.91073719158,0,45272.7684297895,0,0,0,0,0,0,0,905.45536859579,905.45536859579,0,0,905.45536859579,0,0,0
"2006008129_2006008102034001","BBL","BBL5",42.13,-65.53,2006,5,4,"Spring",0,0,0,0,0,0,0,67455.5474030941,452.721794651638,4979.93974116802,452.721794651638,452.721794651638,0,0,115.444057636168,4074.49615186475,0,7243.54871442621,2.26360897325819,0,0,0,0,3169.05256256147,0,2265.87258223145,0,0,0,0,905.443589303277,0,23994.2551165368,32143.2474202663,4979.93974116802,0,0,0,1810.88717860655,3169.05256256147,19467.0371700204,0,452.721794651638,0,905.443589303277,452.721794651638,452.721794651638,0,4531.7451644629,10412.6012769877,0,0,0,0,0,452.721794651638
"2007001024_2007001102005001","BBL","BBL5",42.12,-65.49,2007,4,6,"Spring",0,0,905.444717952249,452.722358976124,0,0,0,8330.09140516069,6519.20196925619,18833.2501334068,0,7243.55774361799,0,0,122.235036923554,2263.61179488062,0,452.722358976124,0,0,0,0,1358.16707692837,2274.92985385503,0,452.722358976124,0,27.1633415385675,0,13581.6707692837,0,0,0,4979.94594873737,13128.9484103076,0,452.722358976124,0,2263.61179488062,2716.33415385675,65644.7420515381,0,0,0,0,0,0,0,905.444717952249,25352.452102663,5432.66830771349,0,0,0,0,452.722358976124
"2008004054_2008004102016001","BBL","BBL5",42.12,-65.5,2008,4,18,"Spring",0,0,905.442946805227,36.2177178722091,0,0,0,154830.743903694,0,5432.65768083136,0,905.442946805227,0,0,108.653153616627,0,0,2716.32884041568,0,0,0,0,3621.77178722091,4549.85080769627,0,5432.65768083136,0,0,0,5432.65768083136,905.442946805227,0,905.442946805227,9054.42946805227,3621.77178722091,905.442946805227,0,0,8148.98652124704,9054.42946805227,156641.629797304,0,0,0,0,0,0,0,0,15392.5300956889,1810.88589361045,0,3621.77178722091,0,0,905.442946805227
"2009005070_2009005102016001","BBL","BBL5",42.13,-65.5,2009,4,14,"Spring",0,0,0,914.499421794651,0,1810.88994414782,0,95977.1670398347,905.444972073912,2716.33491622174,905.444972073912,905.444972073912,0,0,160.716482543119,0,0,5432.66983244347,0,0,0,905.444972073912,0,1813.15355657801,0,7243.55977659129,0,0,0,19919.7893856261,905.444972073912,0,2716.33491622174,5432.66983244347,2716.33491622174,0,0,0,7243.55977659129,7243.55977659129,57948.4782127304,0,1810.88994414782,0,0,905.444972073912,0,0,0,16298.0094973304,4527.22486036956,0,5432.66983244347,0,0,0
"2010006066_2010006102018001","BBL","BBL5",42.13,-65.5,2010,4,14,"Spring",0,0,0,0,0,0,0,13807.985995835,0,226.360426161229,0,0,0,0,36.2176681857966,0,0,1810.88340928983,452.720852322458,2.26360426161229,0,452.720852322458,452.720852322458,2263.60426161229,0,905.441704644916,0,0,0,2263.60426161229,452.720852322458,0,3621.76681857966,2263.60426161229,3169.04596625721,0,0,0,4979.92937554704,19014.2757975432,36217.6681857966,0,0,0,0,0,452.720852322458,0,0,2263.60426161229,0,0,452.720852322458,0,0,0
"106_S2013004102028001","BBL","BBL5",42.1327,-65.5009,2013,4,15,"Spring",0,0,0,0,0,0,0,9129.83302080543,0,0,452.718992767211,0,0,0,332.7484596839,0,0,5432.62791320654,0,0,0,3621.75194213769,0,1810.87597106885,17656.0407179212,1358.15697830163,0,0,0,1810.87597106885,1358.15697830163,2263.59496383606,0,905.437985534423,2716.31395660327,0,4.52718992767211,0,11317.9748191803,4979.90892043932,95976.4264666488,452.718992767211,0,0,0,0,0,0,0,5432.62791320654,452.718992767211,0,452.718992767211,0,0,0
"072_395546","BBL","BBL5",42.13395,-65.49626,2014,4,11,"Spring",0,0,0,0,0,0,0,22835.0266086115,0,0,1358.49056603774,0,0,0,473.207547169811,0,0,24452.8301886792,0,0,0,0,0,9509.43396226415,905.660377358491,905.660377358491,0,0,0,3622.64150943396,4075.47169811321,13132.0754716981,905.660377358491,5886.79245283019,5886.79245283019,0,0,0,905.660377358491,4981.1320754717,28981.1320754717,452.830188679245,452.830188679245,1358.49056603774,0,1811.32075471698,0,0,0,452.830188679245,0,0,0,0,0,0
"036_406437","BBL","BBL5",42.1327,-65.49989,2015,4,19,"Spring",0,0,0,0,0,0,0,40766.5505226481,5888.50174216028,8606.27177700348,0,20836.2369337979,0,0,4.52961672473868,1811.84668989547,0,3623.69337979094,0,0,0,0,0,10871.0801393728,2717.77003484321,9965.15679442509,0,0,0,153101.045296167,905.923344947735,0,9965.15679442509,5435.54006968641,3623.69337979094,0,0,0,7247.38675958188,0,159442.508710801,0,0,0,0,0,0,0,2717.77003484321,85156.7944250871,0,0,4529.61672473868,0,1811.84668989547,0
"052_431273","BBL","BBL5",42.13366,-65.49911,2016,4,18,"Spring",0,0,0,0,0,686.176328771188,0,7218.87412911596,0,123.399557762666,2058.52898631356,686.176328771188,0,686.176328771188,828.832387522718,0,0,12351.1739178814,6.79314565483476,0,0,1372.35265754238,0,4810.02744705315,14409.7029041949,3433.14602574089,0,0,0,1372.35265754238,8234.11594525426,6861.76328771188,686.176328771188,12351.1739178814,15782.0555617373,0,0,686.176328771188,2058.52898631356,32936.463781017,28819.4058083899,686.176328771188,0,0,0,0,0,0,4.52876376988984,1372.35265754238,0,0,0,0,0,0
"037_440431","BBL","BBL5",42.12581,-65.49936,2017,4,20,"Spring",0,0,0,0,0,1811.00726895119,0,31390.7926618207,1811.00726895119,1207.3381793008,0,5433.02180685358,0,0,0,2716.51090342679,0,0,0,0,0,905.503634475597,0,2716.51090342679,0,2716.51090342679,0,905.503634475597,0,102321.910695742,0,9960.53997923157,0,5433.02180685358,2716.51090342679,0,0,0,3622.01453790239,1811.00726895119,104132.917964694,0,0,0,0,0,0,0,1811.00726895119,113187.95430945,0,0,11771.5472481828,0,1811.00726895119,0
"030_445741","BBL","BBL5",42.13182,-65.50115,2018,4,9,"Spring",0,0,0,0,0,0,0,13008.4235860409,0,0,4113.33552127776,0,0,0,685.55592021296,0,0,14396.6743244722,0,0,0,685.55592021296,0,2056.66776063888,2742.22368085184,685.55592021296,0,0,0,2056.66776063888,2742.22368085184,685.55592021296,0,685.55592021296,2742.22368085184,0,0,685.55592021296,685.55592021296,8226.67104255552,44561.1348138424,0,0,2056.66776063888,0,0,0,0,685.55592021296,2742.22368085184,0,0,685.55592021296,0,685.55592021296,0
"051_473254","BBL","BBL5",42.13407,-65.50053,2019,4,13,"Spring",0,0,0,0,0,0,0,70668.9536878216,3430.53173241853,3430.53173241853,0,5488.85077186964,0,0,0,1372.21269296741,0,0,0,0,0,0,0,3430.53173241853,0,686.106346483705,0,686.106346483705,0,17152.6586620926,0,0,686.106346483705,6861.06346483705,686.106346483705,0,0,0,10977.7015437393,2058.31903945112,96054.8885077187,0,0,0,0,0,0,0,686.106346483705,39794.1680960549,0,0,0,0,0,0
"99054037_99054102008001","BBL","BBL6",41.99,-65.44,1999,10,25,"Fall",0,0,0,4.52898550724638,0,3623.1884057971,0,1109.60144927536,0,0,0,8152.17391304348,0,0,2.26449275362319,0,0,2717.39130434783,0,0,0,0,0,4719.20289855072,0,0,0,2.26449275362319,0,2717.39130434783,0,0,5434.78260869565,11775.3623188406,3623.1884057971,0,0,0,0,9963.76811594203,122282.608695652,905.797101449275,2717.39130434783,5434.78260869565,905.797101449275,0,3623.1884057971,0,0,905.797101449275,0,905.797101449275,0,153.985507246377,0,0
"2000050041_2000050102010002","BBL","BBL6",42,-65.51,2000,10,2,"Fall",0,0,0,0,0,1191.3742597396,0,6445.00380789688,0,0,595.687129869802,0,0,2978.43564934901,2486.87462978045,0,0,17870.6138960941,6.79083328051574,0,0,0,0,3669.19444514603,0,1787.06138960941,0,0,0,0,8935.30694804703,0,4765.49703895841,39911.0377012767,3574.12277921881,0,0,1191.3742597396,0,1787.06138960941,53016.1545584124,0,595.687129869802,2382.74851947921,595.687129869802,1787.06138960941,2978.43564934901,595.687129869802,0,595.687129869802,2978.43564934901,0,0,0,595.687129869802,0
"2001061079_2001061102020002","BBL","BBL6",42,-65.5,2001,10,25,"Fall",0,0,0,4.52721193916333,0,0,0,42555.7922281353,226.360596958166,1584.52417870716,0,0,0,0,1088.79447136878,0,0,13581.63581749,0,0,0,905.442387832665,0,3624.03315730024,0,0,905.442387832665,9.05442387832665,0,905.442387832665,2716.327163498,0,1810.88477566533,16297.962980988,11770.7510418246,0,0,0,0,10865.308653992,58853.7552091232,9054.42387832665,2716.327163498,1810.88477566533,905.442387832665,10865.308653992,7243.53910266132,0,0,905.442387832665,2716.327163498,4527.21193916333,0,0,0,0
"2002064148_2002064102015001","BBL","BBL6",42,-65.5,2002,10,23,"Fall",0,0,0,2.26360596958166,0,905.442387832665,0,32925.1777393696,0,658.503554787393,0,0,0,905.442387832665,1833.52083536115,0,0,25352.3868593146,0,0,0,0,4527.21193916333,4527.21193916333,0,0,905.442387832665,11.3180298479083,0,0,5432.65432699599,0,7243.53910266132,19919.7325323186,28974.1564106453,0,2.26360596958166,0,0,12676.1934296573,49799.3313307966,3621.76955133066,2716.327163498,10865.308653992,0,1810.88477566533,0,1810.88477566533,0,0,0,1810.88477566533,0,0,0,0
"2003067027_2003067102007001","BBL","BBL6",42,-65.51,2003,10,21,"Fall",0,0,0,1741.23380632592,0,0,3482.46761265184,19466.9939547238,0,1358.16236893422,0,0,0,22636.0394822369,5282.55512163157,0,0,55719.4818024294,1745.76101422237,0,9.05441579289478,0,0,10558.3194314185,0,1743.49741027414,0,2.26360394822369,0,22636.0394822369,5223.70141897775,0,1741.23380632592,0,17412.3380632592,0,4.52720789644739,0,0,3482.46761265184,182829.549664221,6964.93522530367,3482.46761265184,114921.431217511,0,1741.23380632592,12188.6366442814,0,0,0,1741.23380632592,10447.4028379555,0,4.52720789644739,0,1741.23380632592
"2004055031_2004055102007001","BBL","BBL6",41.98,-65.51,2004,10,20,"Fall",0,0,0,6.79081790874499,0,0,0,3480.29417823181,0,396.131044676791,0,0,0,0,4590.59290631161,0,0,21277.8961140676,4.52721193916333,2.26360596958166,4.52721193916333,0,0,2293.03284718622,0,452.721193916333,0,6.79081790874499,0,0,0,0,10412.5874600756,28974.1564106453,21730.617307984,0,0,0,0,5432.65432699599,12223.472235741,5885.37552091232,905.442387832665,0,1358.163581749,4074.49074524699,3621.76955133066,905.442387832665,452.721193916333,0,1358.163581749,2716.327163498,0,0,0,0
"2005055133_2005055102030002","BBL","BBL6",41.98,-65.48,2005,10,30,"Fall",0,0,0,2.26360596958166,0,0,452.721193916333,12298.9257680604,0,452.721193916333,452.721193916333,0,0,905.442387832665,2324.72333076037,0,0,52515.6584942946,13.58163581749,0,0,0,0,495.729707338384,0,1358.163581749,452.721193916333,2.26360596958166,0,0,13128.9146235736,0,2716.327163498,14034.3570114063,452.721193916333,0,2.26360596958166,0,0,4074.49074524699,8148.98149049399,4527.21193916333,1810.88477566533,7696.26029657765,452.721193916333,11318.0298479083,16750.6841749043,3169.04835741433,0,0,0,905.442387832665,0,0,0,0
"2006052030_2006052102007001","BBL","BBL6",42,-65.51,2006,10,7,"Fall",0,0,4527.21193916333,9.05442387832665,0,0,905.442387832665,11606.1251531278,164.625888696848,0,0,0,0,0,149.39799399239,0,0,33501.3683498086,2.26360596958166,0,0,905.442387832665,0,4730.93647642568,0,3621.76955133066,1810.88477566533,9.05442387832665,0,1810.88477566533,34406.8107376413,0,905.442387832665,0,7243.53910266132,0,4.52721193916333,0,1810.88477566533,12676.1934296573,17203.4053688206,11770.7510418246,5432.65432699599,905.442387832665,2716.327163498,19014.290144486,905.442387832665,905.442387832665,0,0,6338.09671482866,0,0,0,0,905.442387832665
"2007045044_2007045102003001","BBL","BBL6",41.99,-65.51,2007,10,9,"Fall",1358.163581749,0,0,4.52721193916333,0,0,0,17580.6730304176,0,603.62825855511,0,0,0,0,1082.00365346003,0,0,22183.3385019003,6.79081790874499,2.26360596958166,2.26360596958166,0,0,2252.28793973375,0,17203.4053688206,905.442387832665,6.79081790874499,0,0,16297.962980988,0,1810.88477566533,17656.126562737,4527.21193916333,0,6.79081790874499,905.442387832665,3621.76955133066,9054.42387832665,19919.7325323186,3621.76955133066,1358.163581749,3621.76955133066,452.721193916333,11770.7510418246,0,0,0,905.442387832665,3169.04835741433,0,0,0,0,0
"2008037093_2008037102012001","BBL","BBL6",42,-65.51,2008,10,11,"Fall",0,0,0,2.26360596958166,0,0,0,37274.044965778,0,2414.51303422044,0,0,0,9054.42387832665,88.2806328136848,0,7243.53910266132,1810.88477566533,11.3180298479083,0,4.52721193916333,0,2716.327163498,2831.77106794666,0,0,0,13.58163581749,0,0,0,0,0,5432.65432699599,10865.308653992,0,13.58163581749,0,1810.88477566533,905.442387832665,63380.9671482866,2716.327163498,0,37123.1379011393,0,6338.09671482866,905.442387832665,0,907.705993802247,2716.327163498,0,0,0,0,0,905.442387832665
"2009048099_2009048102020001","BBL","BBL6",42.01,-65.5,2009,10,8,"Fall",0,0,0,1513.59727336804,0,0,0,17542.9394844501,0,339.540764215164,0,0,0,0,52.0629171796585,0,0,3319.95413899271,0,0,2.26360509476776,0,301.814012635701,750.762356431307,0,0,0,4.52721018953552,0,0,0,603.628025271403,301.814012635701,5130.83821480692,3923.58216426412,0,4.52721018953552,0,0,2414.51210108561,9356.23439170674,3923.58216426412,301.814012635701,0,0,603.628025271403,603.628025271403,301.814012635701,0,0,603.628025271403,0,0,0,301.814012635701,0
"2011043106_2011043102022001","BBL","BBL6",41.99974,-65.50961,2011,10,3,"Fall",0,226.360596958166,0,4.52721193916333,0,0,0,14147.5373098854,0,792.262089353582,0,0,0,0,262.578292471473,0,0,9280.78447528482,4.52721193916333,6.79081790874499,0,0,0,2272.66039345999,226.360596958166,905.442387832665,0,4.52721193916333,0,679.081790874499,3169.04835741433,0,1131.80298479083,2263.60596958166,3621.76955133066,0,0,0,4300.85134220516,1131.80298479083,2037.2453726235,0,452.721193916333,0,0,226.360596958166,0,226.360596958166,226.360596958166,452.721193916333,452.721193916333,0,0,0,226.360596958166,0
"062_385609","BBL","BBL6",41.99527,-65.49334,2012,9,30,"Fall",0,0,675.68033239148,0,0,0,0,9563.41050458591,0,113.176455675573,337.84016619574,337.84016619574,0,0,92.8046936539698,0,0,18243.36897457,6.79058734053437,0,4.52705822702292,0,0,3802.79647873249,1689.2008309787,1351.36066478296,0,11.3176455675573,0,5405.44265913184,0,675.68033239148,675.68033239148,4729.76232674036,5405.44265913184,0,4.52705822702292,337.84016619574,675.68033239148,337.84016619574,13851.4468140253,4391.92216054462,0,2027.04099717444,0,1013.52049858722,675.68033239148,0,675.68033239148,0,0,0,0,2.26352911351146,0,0
"211_S2013037102069001","BBL","BBL6",41.9993,-65.5098,2013,10,6,"Fall",0,0,3429.70601451767,2743.76481161414,0,0,0,9066.75960568132,0,185.035910320027,0,0,0,0,1435.26337295535,0,0,4115.6472174212,9.05442387832665,4.52721193916333,2.26360596958166,2057.8236087106,0,1437.52697892494,0,1371.88240580707,0,6.79081790874499,0,685.941202903534,3429.70601451767,10289.118043553,685.941202903534,17834.4712754919,20578.236087106,0,0,0,9603.17684064948,10975.0592464565,69966.0026961605,0,9603.17684064948,0,685.941202903534,4115.6472174212,685.941202903534,0,1371.88240580707,685.941202903534,0,0,0,1374.14601177665,0,0
"216_430540","BBL","BBL6",41.9975,-65.50935,2015,10,7,"Fall",0,0,0,3436.28681564399,0,685.89928254935,0,3482.25789601978,0,127.399679122675,685.89928254935,685.89928254935,0,0,810.390002332058,0,0,8230.79139059221,0,9.05387052965143,2.26346763241286,0,0,99.5925758261657,8230.79139059221,6173.09354294415,0,6.79040289723857,0,1371.7985650987,2743.5971301974,6858.9928254935,2743.5971301974,3429.49641274675,11660.287803339,0,0,1371.7985650987,685.89928254935,3429.49641274675,34980.8634100169,5487.1942603948,2743.5971301974,685.89928254935,0,2743.5971301974,1371.7985650987,0,0,685.89928254935,0,0,0,0,0,0
"153_445423","BBL","BBL6",41.99805,-65.50615,2017,12,13,"Fall",0,0,0,0,0,0,452.693526482571,3004.23885756616,0,82.307913905922,452.693526482571,452.693526482571,0,0,923.494794024445,0,0,3168.854685378,0,0,4.52693526482571,0,0,513.807152557718,1358.08057944771,905.387052965143,0,20.3712086917157,0,0,905.387052965143,4979.62879130828,452.693526482571,4979.62879130828,0,0,0,0,0,1358.08057944771,6790.40289723857,10411.9511090991,0,452.693526482571,0,4979.62879130828,0,0,452.693526482571,0,0,0,0,0,0,0
"040_448802","BBL","BBL6",42.00028,-65.5111,2018,9,17,"Fall",1013.4929697371,0,0,0,0,0,0,4526.93526482571,0,135.808057944771,0,337.830989912367,0,2364.81692938657,1024.81030789916,0,675.661979824733,11486.2536570205,0,0,0,0,0,3045.00584447613,0,337.830989912367,0,4.52693526482571,0,6418.78880833497,675.661979824733,675.661979824733,1351.32395964947,9459.26771754626,14188.9015763194,0,0,337.830989912367,337.830989912367,8783.60573772153,13175.4086065823,0,0,8445.77474780917,0,1013.4929697371,0,0,0,0,0,0,0,675.661979824733,0,0
"99003050_99003102010002","BBL","BBL6",41.99,-65.51,1999,4,10,"Spring",0,0,0,0,0,1741.91750278707,0,64450.9476031215,0,0,0,0,0,3483.83500557414,36.231884057971,0,0,53999.4425863991,0,0,0,1741.91750278707,0,3483.83500557414,0,3483.83500557414,0,3488.36399108138,0,8709.58751393534,5225.7525083612,0,17419.1750278707,29612.5975473802,10451.5050167224,0,0,0,0,10451.5050167224,132385.730211817,0,5225.7525083612,5225.7525083612,1741.91750278707,0,1741.91750278707,0,6967.67001114827,13935.3400222965,0,0,0,11.3224637681159,0,0
"2000002051_2000002102012002","BBL","BBL6",42,-65.5,2000,4,8,"Spring",0,0,0,2.26142017186793,0,0,0,61510.6286748078,0,0,1739.55397835995,19135.0937619594,0,0,3499.46073826671,0,0,34791.079567199,0,0,0,6958.21591343979,0,24356.0171172111,0,10437.3238701597,1739.55397835995,4.52284034373587,0,10437.3238701597,1739.55397835995,0,0,45228.4034373587,26093.3096753992,0,0,0,0,10437.3238701597,234839.787078593,3479.1079567199,0,5218.66193507985,0,3479.1079567199,0,0,0,3479.1079567199,3479.1079567199,0,1739.55397835995,0,0,0
