"sample_id","station","latitude","longitude","year","month","day","Acartia","Acartia longiremis","Aetideidae","Amphipoda","Ascidiacea","Bivalvia","Bryozoa","Calanus finmarchicus","Calanus glacialis","Calanus hyperboreus","Centropages","Centropages hamatus","Centropages typicus","Chaetognatha","Cirripedia","Cladocera","Clausocalanus","Cnidaria","Ctenophora","Decapoda","Echinodermata","Euchaeta","Euphausiacea","Foraminifera","Gastropoda","Ichthyoplankton","Isopoda","Larvacea","Mecynocera clausi","Metridia","Metridia longa","Metridia lucens","Microcalanus","Microsetella","Mysidacea","Nannocalanus minor","Oithona","Oithona atlantica","Oithona similis","Oncaea","Ostracoda","Paracalanus","Paraeuchaeta norvegica","Pleuromamma","Pleuromamma borealis","Polychaeta","Pseudocalanus","Scolecithricella minor","Temora","Thaliacea","Triconia borealis","Triconia conifera"
"2002669012_2002669102012001","P5",44.93,-66.85,2002,6,28,0,0,0,0,0,0,0,129.347513653349,0,0,0,0,0,0,0,905.432595573441,0,905.432595573441,0,0,0,0,256237.424547284,0,0,0,0,0,0,0,0,0,0,0,905.432595573441,0,0,0,0,0,0,0,0,0,0,0,905.432595573441,0,0,0,0,0
"2002669013_2002669102013001","P5",44.93,-66.85,2002,7,18,0,0,0,0,0,1358.16745811087,452.722486036956,1358.16745811087,0,21.5582136208074,452.722486036956,0,0,0,0,10865.3396648869,0,905.444972073912,0,452.722486036956,0,0,62928.4255591369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2263.61243018478,0,0,0,0,0,0,0,2263.61243018478,0,452.722486036956,0,0,0
"2002669014_2002669102014001","P5",44.93,-66.85,2002,8,16,0,0,0,0,0,4074.44668008048,0,3600.17246335154,0,0,1810.86519114688,0,0,0,0,0,0,0,0,0,0,0,17203.2193158954,0,905.432595573441,0,0,0,0,0,0,0,0,13128.7726358149,0,0,0,0,4074.44668008048,905.432595573441,0,0,0,0,0,2716.29778672032,4074.44668008048,0,452.71629778672,0,0,0
"2002669015_2002669102015001","P5",44.93,-66.85,2002,8,30,0,905.432595573441,0,0,0,6790.7444668008,0,12562.8772635815,0,0,0,0,1358.14889336016,0,452.71629778672,45271.629778672,0,2716.29778672032,0,0,1810.86519114688,0,39390.8450704225,0,0,0,0,10865.1911468813,0,0,0,0,0,0,0,0,0,0,9507.04225352113,0,0,0,0,0,0,452.71629778672,7696.17706237425,0,1358.14889336016,0,0,0
"2002669016_2002669102016001","P5",44.93,-66.85,2002,9,16,0,905.45177277926,0,0,0,0,0,8066.75215748796,0,0,0,0,5885.43652306519,0,452.72588638963,10865.4212733511,0,905.45177277926,0,0,0,0,23091.2838353031,0,0,0,0,0,0,0,0,0,452.72588638963,0,0,0,0,0,8601.79184140297,0,0,0,0,0,0,452.72588638963,10412.6953869615,0,1358.17765916889,0,0,0
"2002669017_2002669102017001","P5",44.93,-66.85,2002,9,30,0,905.432595573441,0,0,0,4527.1629778672,2716.29778672032,6512.14982200898,0,0,0,0,27162.9778672032,0,0,37122.7364185111,0,905.432595573441,0,0,0,0,29879.2756539235,0,0,0,0,3621.73038229376,0,0,0,0,0,0,0,0,0,0,84205.23138833,0,0,7243.46076458753,0,0,0,0,9959.75855130785,0,10865.1911468813,0,0,0
"2002669018_2002669102018001","P5",44.93,-66.85,2002,10,18,0,1810.90354555852,0,0,0,905.45177277926,7243.61418223408,4644.09135070653,0,0,0,0,81490.6595501334,0,0,2716.35531833778,905.45177277926,905.45177277926,0,0,0,0,1810.90354555852,0,0,0,0,0,0,0,0,0,1810.90354555852,0,0,0,0,0,70625.2382767823,0,0,11770.8730461304,0,0,0,0,19919.9390011437,0,9054.5177277926,0,0,0
"2002669019_2002669102019001","P5",44.93,-66.85,2002,11,1,2263.58754545236,0,0,0,0,905.435018180943,452.717509090471,5679.54693222591,0,0,0,0,34859.2481999663,0,0,905.435018180943,905.435018180943,452.717509090471,0,0,0,0,0,0,0,0,0,21730.4404363426,0,0,0,1358.15252727141,905.435018180943,0,0,0,0,0,37575.5532545091,0,0,12223.3727454427,0,0,0,0,11317.9377272618,0,0,0,0,0
"2002669020_2002669102020001","P5",44.93,-66.85,2002,11,28,0,90.5437713006765,0,0,90.5437713006765,90.5437713006765,271.63131390203,2010.07172287502,0,0,0,0,1629.78788341218,11.3179714125846,0,0,452.718856503383,0,0,0,0,0,0,0,90.5437713006765,0,0,0,0,0,0,0,362.175085202706,0,0,0,0,0,9507.09598657104,0,0,814.893941706089,0,0,0,0,1720.33165471285,0,0,0,0,0
"2002669021_2002669102021001","P5",44.93,-66.85,2002,12,13,543.262627804059,452.718856503383,0,0,0,45.2718856503383,407.446970853044,45.2718856503383,0,0,0,0,679.078284755074,0,0,0,135.815656951015,0,0,0,0,0,0,0,45.2718856503383,0,0,45.2718856503383,0,0,0,135.815656951015,45.2718856503383,0,0,0,0,0,7379.31736100514,0,0,407.446970853044,0,0,0,45.2718856503383,543.262627804059,0,497.990742153721,0,0,0
"2002669022_2002669102022001","P5",44.93,-66.85,2002,12,31,15.090583636349,30.1811672726981,0,0,0,0,15.090583636349,663.985679999358,0,0,0,0,60.3623345453962,0,0,0,0,0,0,0,0,0,15.090583636349,0,0,0,0,15.090583636349,0,0,0,60.3623345453962,105.634085454443,0,0,0,0,60.3623345453962,2293.76871272505,0,0,30.1811672726981,0,0,0,0,301.811672726981,0,0,0,0,0
"2003669002_2003669102002001","P5",44.93,-66.85,2003,1,16,0,181.089365715633,0,0,90.5446828578165,0,0,9507.19170007074,0,0,0,0,90.5446828578165,18.1089365715633,0,0,0,0,0,0,0,0,0,0,90.5446828578165,0,0,0,0,0,0,633.812780004716,1358.17024286725,0,0,0,0,0,6519.21716576279,0,0,0,0,0,0,0,1358.17024286725,0,0,0,0,0
"2003669004_2003669102004001","P5",44.93,-66.85,2003,2,28,20.5782948198616,61.7348844595849,0,0,0,0,0,2078.40777680603,0,0,0,0,0,25.1055196802312,123.46976891917,0,0,0,0,0,0,0,0,0,41.1565896397233,0,0,0,0,0,0,185.204653378755,102.891474099308,0,0,0,0,0,1563.95040630948,0,0,0,0,0,0,0,576.192254956126,0,20.5782948198616,0,0,0
"2003669005_2003669102005001","P5",44.93,-66.85,2003,3,14,0,0,0,0,0,0,0,529.678068410463,0,0,0,0,0,4.5271629778672,330.482897384306,0,0,0,0,0,0,0,24.8993963782696,0,0,0,0,0,0,4.5271629778672,0,13.5814889336016,122.233400402414,0,0,0,0,4.5271629778672,851.106639839034,0,0,0,0,0,0,0,135.814889336016,0,4.5271629778672,0,0,0
"2003669006_2003669102006001","P5",44.93,-66.85,2003,3,31,0,0,0,0,0,0,0,769.619765453801,0,0,0,0,32.3369649350337,0,3880.43579220404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.6739298700673,258.695719480269,0,0,0,0,0,2069.56575584215,0,0,0,0,0,0,0,226.358754545236,0,0,0,0,0
"2003669007_2003669102007001","P5",44.93,-66.85,2003,5,1,0,0,0,0,0,0,0,384.809882726901,0,0,0,0,41.1561371900428,2.26358754545236,740.810469420771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.1561371900428,82.3122743800857,823.122743800857,0,0,0,0,1070.05956694111,0,0,0,0,0,0,452.717509090471,329.249097520343,0,0,0,0,0
"2003669008_2003669102008001","P5",44.93,-66.85,2003,5,15,0,0,0,0,0,0,0,14185.1486181681,0,0,0,0,1358.15252727141,2.26358754545236,6564.40388181183,0,0,0,0,0,0,0,2.26358754545236,0,0,0,0,226.358754545236,0,0,0,226.358754545236,0,0,226.358754545236,0,0,0,6338.0451272666,0,0,0,0,0,0,0,2263.58754545236,0,0,0,0,0
"2003669009_2003669102009001","P5",44.93,-66.85,2003,5,28,150.908628796543,0,0,0,0,0,0,10110.8781293684,75.4543143982717,75.4543143982717,1961.81217435506,0,0,0,6187.25378065828,0,0,0,0,0,0,0,304.080887025035,0,0,0,0,301.817257593087,0,0,0,150.908628796543,0,0,0,0,0,1659.99491676198,6036.34515186173,0,0,0,0,0,0,0,5432.71063667556,0,150.908628796543,0,0,0
"2003669010_2003669102010001","P5",44.93,-66.85,2003,6,13,0,0,0,0,0,0,0,430.081633635948,0,22.6358754545236,452.717509090471,0,0,0,3395.38131817853,0,0,0,0,0,1584.51128181665,0,16297.830327257,0,0,0,0,1131.79377272618,0,0,0,0,0,226.358754545236,0,0,1131.79377272618,0,4074.45758181424,0,0,0,0,0,0,226.358754545236,3621.74007272377,0,0,0,0,0
"2003669011_2003669102011001","P5",44.93,-66.85,2003,6,27,0,0,0,0,0,0,0,1629.77867203219,0,0,9054.32595573441,0,0,0,1358.14889336016,452.71629778672,0,0,0,0,452.71629778672,0,44366.1971830986,0,0,0,0,452.71629778672,0,0,0,0,452.71629778672,0,0,0,0,0,4979.87927565392,0,0,0,0,0,0,0,16750.5030181087,0,4527.1629778672,0,0,0
"2003669012_2003669102012001","P5",44.93,-66.85,2003,7,14,0,905.45177277926,0,0,0,1358.17765916889,0,15968.8767199251,0,0,0,0,0,0,1358.17765916889,9959.96950057186,0,0,0,0,452.72588638963,0,38028.9744567289,0,0,0,0,1810.90354555852,0,0,0,0,0,0,0,0,3169.08120472741,0,4527.2588638963,0,0,0,0,0,0,452.72588638963,17203.5836828059,0,3621.80709111704,0,0,0
"2003669013_2003669102013001","P5",44.93,-66.85,2003,8,14,0,5885.34513454397,0,0,0,1810.87542601353,0,9808.90855757329,0,0,4074.46970853044,2263.59428251691,0,0,1358.15656951015,5885.34513454397,0,452.718856503383,0,0,0,0,22183.2239686657,0,0,0,0,1810.87542601353,0,0,0,0,0,0,0,0,0,7696.2205605575,25352.2559641894,0,0,0,0,0,0,452.718856503383,31237.6010987334,0,19466.9108296455,0,0,0
"2003669016_2003669102016001","P5",44.93,-66.85,2003,10,14,30785.129050513,15392.5645252565,0,0,0,905.444972073912,1810.88994414782,2511.87959994698,0,0,11770.7846369609,0,0,0,0,905.444972073912,0,905.444972073912,0,0,0,0,905.444972073912,0,1810.88994414782,0,0,0,0,0,0,1810.88994414782,905.444972073912,0,0,0,0,0,88733.6072632434,0,0,7243.55977659129,0,0,0,1810.88994414782,24447.0142459956,0,92355.387151539,0,0,0
"2003669018_2003669102018001","P5",44.93,-66.85,2003,12,19,1131.79992698065,905.43994158452,0,0,0,226.35998539613,0,50930.9967141292,0,0,452.71997079226,0,0,9.0543994158452,0,0,0,0,0,0,0,0,226.35998539613,0,0,0,0,0,0,0,226.35998539613,0,2716.31982475356,0,0,0,0,452.71997079226,3395.39978094195,0,0,0,0,0,0,2.2635998539613,1810.87988316904,0,905.43994158452,0,0,0
"2004669001_2004669102001001","P5",44.93,-66.85,2004,1,13,0,56.5903107546195,0,0,339.541864527717,0,0,6790.83729055434,0,45.2722486036956,56.5903107546195,0,0,2.26361243018478,56.5903107546195,0,0,0,0,0,0,0,0,0,113.180621509239,0,0,282.951553773097,0,0,0,56.5903107546195,1188.39652584701,0,0,0,0,113.180621509239,5036.53765716114,0,0,0,0,0,0,0,282.951553773097,0,0,0,0,0
"2004669002_2004669102002001","P5",44.93,-66.84,2004,2,17,0,0,0,0,150.908628796543,0,0,21881.7511754988,0,0,150.908628796543,0,0,2.26362943194815,0,0,0,0,0,0,0,0,0,0,150.908628796543,0,0,150.908628796543,0,0,0,754.543143982717,2867.26394713432,0,0,0,0,452.72588638963,6639.97966704791,0,0,0,0,0,0,150.908628796543,603.634515186174,0,0,0,0,0
"2004669003_2004669102003001","P5",44.93,-66.84,2004,3,12,0,0,0,0,0,0,0,2489.97877858995,0,0,0,0,0,0,3697.24121669418,37.7269511907569,0,0,0,0,0,0,37.7269511907569,0,113.180853572271,0,0,75.4539023815138,0,0,0,0,188.634755953784,0,0,0,0,0,1471.35109643952,0,0,0,0,0,0,0,188.634755953784,0,0,0,0,0
"2004669004_2004669102004001","P5",44.93,-66.84,2004,4,15,0,0,0,0,0,0,0,3259.65867182135,90.5460742172597,0,0,0,0,4.52730371086299,11318.2592771575,0,0,0,0,226.365185543149,0,0,452.730371086299,0,0,0,0,2263.65185543149,0,0,0,226.365185543149,226.365185543149,0,0,0,0,0,5885.49482412188,0,0,0,0,0,0,905.460742172597,226.365185543149,0,452.730371086299,0,0,0
"2004669005_2004669102005001","P5",44.93,-66.84,2004,5,14,0,0,0,0,0,0,0,5161.02479678979,90.5442946805227,0,0,0,0,0,1810.88589361045,226.360736701307,0,452.721473402613,0,0,1131.80368350653,0,1810.88589361045,0,0,0,0,49799.3620742875,0,0,0,226.360736701307,0,0,0,0,0,679.08221010392,7922.62578454573,0,0,0,0,0,0,452.721473402613,452.721473402613,0,1810.88589361045,0,0,0
"2004669006_2004669102006001","P5",44.93,-66.84,2004,6,14,452.72588638963,0,0,0,0,0,0,6428.70758673275,0,0,1584.54060236371,0,0,454.989515821578,679.088829584445,0,0,0,0,0,226.362943194815,0,905.45177277926,0,0,0,0,1131.81471597408,0,0,0,0,679.088829584445,0,226.362943194815,0,0,0,8149.06595501334,0,0,0,0,0,0,226.362943194815,22862.6572626763,0,452.72588638963,0,0,0
"2004669007_2004669102007001","P5",44.93,-66.84,2004,7,15,5885.42573567822,679.087584885948,0,0,0,226.362528295316,0,8058.50600731325,90.5450113181264,181.090022636253,3169.07539613442,0,0,0,2037.26275465784,1131.81264147658,0,226.362528295316,0,0,226.362528295316,0,15619.0144523768,0,0,0,0,20825.3526031691,0,0,0,0,452.725056590632,0,0,0,226.362528295316,0,9733.58871669859,0,0,226.362528295316,0,0,0,226.362528295316,10186.3137732892,0,3395.43792442974,0,0,0
"2004669008_2004669102008001","P5",44.93,-66.84,2004,8,16,9280.8109637576,2489.97367320326,0,0,0,226.361243018478,0,6609.74829613956,45.2722486036956,0,3848.14113131413,0,0,2.26361243018478,679.083729055434,7243.5597765913,0,452.722486036956,0,0,452.722486036956,0,13128.9520950717,0,0,0,0,2489.97367320326,0,0,0,0,1131.80621509239,0,0,0,226.361243018478,0,14260.7583101641,0,0,0,0,0,0,226.361243018478,9280.8109637576,0,3169.05740225869,0,0,0
"2004669009_2004669102009001","P5",44.93,-66.84,2004,9,15,2687.76210446054,1791.84140297369,0,0,0,0,0,1173.2294900423,0,0,16574.5329775067,0,0,35.8368280594739,0,1791.84140297369,0,0,0,0,0,0,59130.7662981319,0,895.920701486847,0,0,0,0,0,0,0,0,0,0,0,0,0,29117.4227983225,0,0,447.960350743424,0,0,0,0,20606.1761341975,0,20158.2157834541,0,0,0
"2004669011_2004669102011001","P5",44.93,-66.84,2004,11,16,603.634515186174,201.211505062058,0,0,0,0,100.605752531029,2180.47569771332,18.47860760774,36.95721521548,1106.66327784132,0,0,2.26362943194815,0,0,100.605752531029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,503.028762655145,0,0,0,0,0,7444.82568729614,0,0,0,0,0,0,2.26362943194815,9557.54649044775,0,100.605752531029,0,0,0
"2004669012_2004669102012001","P5",44.93,-66.84,2004,12,14,1584.54060236371,150.908628796543,0,0,0,0,0,3189.65965410876,61.7353481440405,61.7353481440405,1810.90354555852,0,0,0,0,0,0,0,0,0,0,0,6.79088829584445,0,0,0,0,150.908628796543,0,0,0,0,150.908628796543,0,0,0,679.088829584445,0,7998.1573262168,0,0,75.4543143982717,0,0,0,0,5055.4390646842,0,75.4543143982717,0,0,0
"2005669002_2005669102002001","P5",44.93,-66.84,2005,2,14,316.911693116542,45.2730990166488,0,0,181.092396066595,0,0,3735.03066887353,0,181.092396066595,0,0,0,0,45.2730990166488,0,90.5461980332976,0,0,0,0,0,135.819297049946,0,45.2730990166488,0,0,271.638594099893,0,0,0,45.2730990166488,679.096485249732,0,0,0,181.092396066595,45.2730990166488,1403.46606951611,181.092396066595,0,0,90.5461980332976,0,0,45.2730990166488,181.092396066595,0,0,0,0,0
"2005669003_2005669102003001","P5",44.93,-66.84,2005,3,15,203.727457934053,226.363842148947,0,0,0,0,0,2806.91164264695,113.181921074474,67.9091526446842,22.6363842148947,0,0,0,430.091300083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.181921074474,181.091073719158,0,22.6363842148947,0,113.181921074474,0,1267.63751603411,0,0,0,0,0,0,0,294.272994793632,0,0,0,0,0
"2005669004_2005669102004001","P5",44.93,-66.84,2005,5,3,123.471186626699,82.3141244177991,0,0,0,0,0,1595.32612562115,0,129.350766942256,658.512995342392,0,0,0,3416.03616333866,0,0,0,0,0,0,0,205.785311044498,0,0,0,0,41.1570622088995,0,0,0,41.1570622088995,164.628248835598,0,0,0,205.785311044498,41.1570622088995,1358.18305289368,0,41.1570622088995,0,123.471186626699,0,0,205.785311044498,411.570622088995,0,41.1570622088995,0,0,0
"2005669005_2005669102005001","P5",44.93,-66.84,2005,5,16,181.090022636253,0,0,0,0,0,0,2965.34912066864,0,226.362528295316,135.81751697719,0,0,0,860.177607522201,0,0,0,0,0,0,0,47.5361309420164,0,0,0,0,0,0,0,135.81751697719,181.090022636253,1222.35765279471,0,0,0,181.090022636253,0,2082.53526031691,0,0,45.2725056590632,135.81751697719,0,0,0,45.2725056590632,0,135.81751697719,0,0,0
"2005669006_2005669102006001","P5",44.93,-66.84,2005,6,17,13581.7765916889,905.45177277926,0,0,0,0,0,1495.96379850486,39.367468381707,0,4527.2588638963,0,0,0,12374.5075613166,0,0,0,0,301.817257593087,0,0,15392.6801372474,0,0,301.817257593087,0,1207.26903037235,0,0,0,301.817257593087,1509.08628796543,0,0,0,0,0,1509.08628796543,0,0,0,0,0,0,0,3621.80709111704,0,2716.35531833778,0,0,0
"2005669007_2005669102007001","P5",44.93,-66.84,2005,7,15,90.5442946805227,181.088589361045,0,0,0,0,0,2603.14847206503,113.180368350653,452.721473402613,452.721473402613,0,0,0,271.632884041568,0,0,0,0,0,0,0,4979.93620742875,0,0,0,0,90.5442946805227,0,0,0,90.5442946805227,90.5442946805227,0,0,0,0,0,3983.948965943,0,0,0,90.5442946805227,0,0,0,4979.93620742875,0,181.088589361045,0,0,0
"2005669008_2005669102008001","P5",44.93,-66.84,2005,8,12,339.547270306258,452.729693741678,0,0,0,0,0,4503.46905879879,0,23.827878617983,1131.82423435419,0,0,0,339.547270306258,0,0,226.364846870839,0,0,113.182423435419,0,20599.2010652463,0,0,0,0,565.912117177097,0,0,0,226.364846870839,2490.01331557923,0,0,0,339.547270306258,565.912117177097,2603.19573901465,0,0,0,0,0,0,0,4074.5672436751,0,452.729693741678,0,0,0
"2005669009_2005669102009001","P5",44.93,-66.84,2005,9,16,0,0,0,0,0,0,0,4731.74210327614,0,0,0,17203.6796224052,0,0,1810.91364446371,5432.74093339113,0,905.456822231855,0,0,0,0,6338.19775562298,0,0,0,0,905.456822231855,0,0,0,905.456822231855,1810.91364446371,0,0,0,6338.19775562298,905.456822231855,39840.1001782016,0,0,1810.91364446371,0,0,0,0,45272.8411115927,0,54327.4093339113,0,0,0
"2005669010_2005669102010001","P5",44.93,-66.84,2005,10,13,0,452.728411115927,0,0,0,0,1810.91364446371,40443.7380596895,301.818940743952,0,4527.28411115927,0,0,4.52728411115927,452.728411115927,905.456822231855,0,0,0,0,0,0,12676.395511246,0,0,0,0,905.456822231855,0,0,0,0,452.728411115927,0,0,0,452.728411115927,0,78322.0151230554,0,0,12223.66710013,0,0,0,0,9507.29663343447,0,3169.09887781149,0,0,0
"2005669011_2005669102011001","P5",44.93,-66.84,2005,11,14,301.816704393755,0,0,0,0,0,0,53723.3733820883,0,0,603.633408787509,0,0,2.26362528295316,301.816704393755,0,301.816704393755,0,0,0,0,0,0,0,0,0,0,301.816704393755,0,0,0,1207.26681757502,1509.08352196877,0,0,0,0,0,3621.80045272506,0,0,0,0,0,0,0,1810.90022636253,0,301.816704393755,0,0,0
"2006669001_2006669102001001","P5",44.93,-66.84,2006,1,13,0,0,0,0,0,0,0,25578.7361150005,0,113.180248296462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,339.540744889387,565.901241482311,0,0,0,0,113.180248296462,792.261738075236,0,0,0,113.180248296462,0,0,0,339.540744889387,0,0,0,0,0
"2006669002_2006669102002001","P5",44.93,-66.84,2006,2,16,0,0,0,0,1018.63324437667,0,113.181471597408,18788.1242851697,113.181471597408,339.544414792223,339.544414792223,0,0,2.26362943194815,0,0,0,0,0,0,0,0,115.445101029356,0,113.181471597408,0,0,0,0,0,113.181471597408,565.907357987038,1471.3591307663,0,0,0,113.181471597408,0,2716.35531833778,0,0,0,0,0,0,0,452.72588638963,0,0,0,0,0
"2006669003_2006669102003001","P5",44.93,-66.84,2006,3,21,0,0,0,0,0,0,0,37847.8841021731,0,181.090354555852,181.090354555852,0,0,9.0545177277926,1991.99390011437,0,0,0,0,0,0,0,362.180709111704,0,0,0,0,724.361418223408,0,0,0,2354.17460922608,1629.81319100267,0,0,0,0,0,3440.71673656119,0,0,0,181.090354555852,0,0,0,181.090354555852,0,0,0,0,0
"2006669004_2006669102004001","P5",44.93,-66.84,2006,4,25,0,0,0,0,0,0,0,8601.79184140297,194.02537988127,129.35025325418,1810.90354555852,0,226.362943194815,6.79088829584445,12676.3248189096,0,226.362943194815,0,0,0,1584.54060236371,0,3395.44414792223,0,0,0,0,2037.26648875334,0,0,3395.44414792223,905.45177277926,1131.81471597408,0,0,0,2716.35531833778,226.362943194815,7243.61418223408,0,0,0,0,0,0,452.72588638963,2263.62943194815,0,226.362943194815,0,0,0
"2006669005_2006669102005001","P5",44.93,-66.84,2006,5,17,905.461980332976,0,0,0,0,0,0,11046.6361600623,0,271.638594099893,1961.83429072145,0,0,2.26365495083244,3018.20660110992,150.910330055496,0,0,0,150.910330055496,0,0,603.641320221984,0,0,0,0,1660.01363061046,0,0,452.730990166488,301.820660110992,1961.83429072145,0,0,0,150.910330055496,0,1207.28264044397,0,0,0,150.910330055496,0,0,301.820660110992,1207.28264044397,0,150.910330055496,0,0,0
"2006669006_2006669102006001","P5",44.93,-66.84,2006,6,15,5206.42449067586,452.732564406597,0,0,0,0,0,4904.60278107147,0,75.4554274010995,4980.05820847257,0,0,0,679.098846609895,1358.19769321979,0,0,0,452.732564406597,0,0,2716.39538643958,0,226.366282203298,0,0,0,0,0,0,0,226.366282203298,0,0,0,905.465128813194,0,8149.18615931874,0,0,0,0,0,0,0,5885.52333728576,0,1358.19769321979,0,0,0
"2006669007_2006669102007001","P5",44.93,-66.84,2006,7,14,25352.7910224919,0,0,0,0,1810.91364446371,905.456822231855,4441.05012808957,0,0,18109.1364446371,0,0,0,4527.28411115927,9054.56822231855,0,0,0,905.456822231855,0,0,111371.189134518,0,0,0,0,9054.56822231855,0,0,0,0,0,0,0,0,0,0,2716.37046669556,0,0,0,0,0,0,0,7243.65457785484,0,11770.9386890141,0,0,0
"2006669008_2006669102008001","P5",44.93,-66.84,2006,8,14,10412.61717885,1358.16745811087,0,0,0,4074.5023743326,0,12449.8683660163,150.907495345652,0,5432.66983244347,905.444972073912,0,0,452.722486036956,22183.4018158108,0,6.79083729055434,0,0,0,0,6790.83729055434,0,0,0,0,0,0,0,0,0,452.722486036956,0,0,0,2716.33491622174,0,12223.5071229978,0,0,0,0,0,0,905.444972073912,9507.17220677607,0,14034.3970671456,0,0,452.722486036956
"2006669009_2006669102009001","P5",44.93,-66.84,2006,9,15,4074.5672436751,0,0,0,0,1358.18908122503,905.459387483355,33954.7270306258,0,0,9960.05326231691,905.459387483355,2263.64846870839,0,905.459387483355,3169.10785619174,905.459387483355,0,0,0,452.729693741678,0,2263.64846870839,0,0,0,0,0,0,0,0,0,1358.18908122503,0,0,0,1358.18908122503,452.729693741678,17203.7283621838,0,0,0,0,0,0,0,8601.86418109188,0,63834.8868175766,0,0,0
"2006669010_2006669102010001","P5",44.93,-66.84,2006,10,13,2716.38222651779,452.730371086299,0,0,0,905.460742172597,2263.65185543149,8601.87705063967,0,0,52969.4534170969,0,19467.4059567108,0,0,1358.1911132589,4074.57333977669,0,0,0,0,0,452.730371086299,0,3621.84296869039,0,0,0,0,0,905.460742172597,452.730371086299,2263.65185543149,0,0,0,452.730371086299,0,20825.5970699697,0,0,17203.7541012793,0,0,0,0,12223.7200193301,0,2716.38222651779,0,0,0
"2006669011_2006669102011001","P5",44.93,-66.84,2006,11,22,75.4543143982717,226.362943194815,0,0,0,0,0,226.362943194815,0,0,829.997458380989,0,452.72588638963,0,0,0,452.72588638963,0,0,0,0,0,0,0,0,0,0,0,0,0,226.362943194815,226.362943194815,1509.08628796543,0,0,0,301.817257593087,1131.81471597408,8224.52026941161,0,0,679.088829584445,0,0,0,0,226.362943194815,0,0,0,0,75.4543143982717
"2006669012_2006669102012001","P5",44.93,-66.84,2006,12,14,56.5903107546195,0,0,0,0,56.5903107546195,113.180621509239,4300.86361735108,0,0,113.180621509239,0,0,13.5816745811087,0,0,0,0,0,0,0,0,0,0,113.180621509239,0,0,0,0,0,56.5903107546195,339.541864527717,1301.57714735625,0,0,0,452.722486036956,56.5903107546195,5149.71827867037,0,0,56.5903107546195,0,0,0,2.26361243018478,565.903107546195,0,0,0,0,0
"2007669001_2007669102001001","P5",44.93,-66.84,2007,1,18,58.8546934450706,4.52728411115927,0,0,95.0729663343447,0,0,552.328661561431,0,9.05456822231855,40.7455570004335,0,13.5818523334778,0,0,0,13.5818523334778,0,0,0,0,0,13.5818523334778,0,22.6364205557964,0,0,0,0,0,4.52728411115927,36.2182728892742,393.873717670857,0,0,0,90.5456822231855,49.800125222752,2571.49737513847,0,0,67.9092616673891,0,0,0,0,212.782353224486,0,9.05456822231855,0,0,4.52728411115927
"2007669002_2007669102002001","P5",44.93,-66.84,2007,2,14,0,0,0,0,226.364205557964,0,0,1584.54943890575,0,16.1688718255688,1188.41207917931,0,56.5910513894909,0,56.5910513894909,0,509.319462505418,0,0,0,0,0,0,0,0,0,0,0,0,0,113.182102778982,1810.91364446371,1075.22997640033,0,0,0,0,56.5910513894909,8545.24875981313,0,0,226.364205557964,0,0,0,0,282.955256947455,0,56.5910513894909,0,0,0
"2007669003_2007669102003001","P5",44.93,-66.84,2007,3,13,271.637046669556,0,0,0,22.6364205557964,0,0,5840.19650339546,0,45.2728411115927,135.818523334778,0,0,0,3327.55382170207,0,0,0,0,0,0,0,113.182102778982,0,22.6364205557964,0,0,0,0,0,0,271.637046669556,588.546934450706,0,22.6364205557964,0,113.182102778982,67.9092616673891,792.274719452873,0,0,0,67.9092616673891,0,0,0,430.091990560131,0,45.2728411115927,0,0,0
"2007669004_2007669102004001","P5",44.93,-66.84,2007,4,3,18.8634369182065,0,0,0,0,0,0,380.286888271043,0,0,301.814990691304,0,0,4.52722486036956,1018.62559358315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.8634369182065,75.453747672826,37.726873836413,0,0,0,188.634369182065,0,1282.71371043804,0,0,0,56.5903107546195,0,0,0,226.361243018478,0,0,0,0,0
"2007669005_2007669102005001","P5",44.93,-66.84,2007,5,17,452.72588638963,0,0,0,0,0,0,8790.42762739865,0,0,4300.89592070149,0,0,452.72588638963,13808.1395348837,0,0,0,0,0,0,0,452.72588638963,0,226.362943194815,0,0,679.088829584445,0,0,0,905.45177277926,0,0,0,0,1584.54060236371,0,4753.62180709112,0,0,0,0,0,0,0,3169.08120472741,0,0,0,0,0
"2007669006_2007669102006001","P5",44.93,-66.84,2007,6,13,5885.39231848043,1810.88994414782,0,0,0,0,0,6420.42798379683,41.1565896397233,82.3131792794465,18108.8994414782,0,0,1358.16745811087,8149.00474866521,1358.16745811087,0,0,0,0,0,0,25805.1817041065,0,0,0,0,22183.4018158108,0,0,0,452.722486036956,452.722486036956,0,0,0,3169.05740225869,0,10865.3396648869,0,0,0,0,0,0,1810.88994414782,26710.6266761804,0,0,0,0,0
